listing_id,user_id,listing_type,property_type,bedrooms,bathrooms,parking_spaces,land_area_sqm,floor_area_sqm,year_built,region,city,suburb,asking_price,price_display,status,listed_date,sold_date,view_count,enquiry_count,rateable_value
3149,4119,Sale,Apartment,2,1,1,NULL,100.6,2014,Hawkes Bay,Hastings,North,302992.93,"$302,992",sold,2024-04-30 00:17:33,2024-08-27 00:17:33,2526,179,"$224,575"
3150,8330,Sale,Townhouse,3,1,3,604.1,304.4,1934,Waikato,Rotorua,East,605970.31,"$605,970",sold,2024-04-09 14:52:59,2024-05-15 14:52:59,2140,155,"$522,948"
3151,8190,Deadline Sale,House,3,3,1,572.3,295.9,2002,Waikato,Rotorua,West,1113190.59,$1.11M,sold,2024-07-05 14:11:57,2024-08-29 14:11:57,5959,495,"$887,797"
3152,8944,Rent,House,5,2,2,328.3,146.0,NULL,Manawatu-Wanganui,Whanganui,South,500.42,$500pw,withdrawn,2025-10-18 00:27:42,NULL,813,52,NULL
3153,3742,Sale,Lifestyle,4,2,3,33043.7,241.5,1926,Wellington,Lower Hutt,Wainuiomata,1524708.64,$1.52M,expired,2023-10-18 05:05:17,NULL,5068,213,"$1,134,606"
3154,7350,Sale,Section,NULL,NULL,NULL,3394.6,NULL,NULL,Canterbury,Waimakariri,South,263835.53,"$263,835",expired,2025-05-18 19:01:01,NULL,3326,221,"$241,058"
3155,7694,Tender,Apartment,3,1,1,NULL,49.6,1952,Bay of Plenty,Mount Maunganui,South,NULL,Tender,under_offer,2026-01-28 07:25:29,NULL,969,47,NULL
3156,7028,Sale,Townhouse,3,2,3,455.7,287.7,2013,Bay of Plenty,Whakatane,Central,440395.81,"$440,395",sold,2024-08-14 14:32:10,2024-09-15 14:32:10,4191,190,"$379,158"
3157,8951,Sale,Apartment,2,1,1,NULL,72.8,NULL,Auckland,North Shore,Beach Haven,1167254.66,$1.17M,sold,2024-01-19 19:17:40,2024-02-03 19:17:40,4159,424,"$911,403"
3158,7356,Tender,Lifestyle,2,3,2,26954.7,108.3,NULL,Waikato,Hamilton,Chartwell,1475697.14,Tender,under_offer,2025-11-17 11:41:00,NULL,772,91,"$1,377,138"
3159,8676,Rent,House,3,1,2,1142.4,95.1,1939,Bay of Plenty,Whakatane,South,965.4,$965pw,expired,2024-03-09 06:59:06,NULL,3620,360,NULL
3160,7154,Rent,Townhouse,3,2,2,567.1,164.9,NULL,Waikato,Tauranga,Otumoetai,1077.05,$1077pw,sold,2023-10-11 07:20:26,2023-11-23 07:20:26,8108,714,NULL
3161,1671,Sale,House,3,2,2,701.5,150.6,2010,Auckland,Papakura,North,1625660.05,$1.63M,sold,2025-07-13 22:05:58,2025-10-31 22:05:58,2862,98,"$1,239,561"
3162,9568,Sale,Rural,4,1,2,60098.0,256.5,1934,Waikato,Hamilton,Te Rapa,1413120.63,$1.41M,sold,2026-05-20 06:02:40,2026-06-27 06:02:40,490,37,"$1,171,263"
3163,7986,Rent,Section,NULL,NULL,NULL,4877.0,NULL,NULL,Auckland,Papakura,East,959.2,$959pw,sold,2025-08-18 11:47:25,2025-10-12 11:47:25,756,31,NULL
3164,7385,Auction,Rural,4,3,2,35004.0,200.5,2006,Waikato,Rotorua,East,NULL,Auction,sold,2023-10-02 08:43:59,2024-01-16 08:43:59,8159,843,NULL
3165,8036,Rent,House,2,3,1,695.2,130.7,NULL,Auckland,Franklin,North,633.78,$633pw,sold,2024-09-23 03:20:47,2025-01-06 03:20:47,3844,189,NULL
3166,8287,Tender,Rural,5,3,3,12961.5,304.5,2014,Bay of Plenty,Whakatane,South,NULL,Tender,withdrawn,2024-08-20 15:06:50,NULL,5355,568,NULL
3167,8558,Rent,Rural,3,2,2,46107.1,111.8,1997,Manawatu-Wanganui,Palmerston North,East,372.12,$372pw,withdrawn,2024-12-01 18:40:31,NULL,4476,439,NULL
3168,7426,Auction,Apartment,1,1,1,NULL,48.4,1988,Nelson-Marlborough,Richmond,North,283336.94,Auction,expired,2026-05-17 04:21:53,NULL,577,50,"$233,819"
3169,7243,Auction,House,3,1,2,1176.6,118.2,1964,Canterbury,Timaru,South,NULL,Auction,expired,2026-06-10 13:43:10,NULL,224,21,NULL
3170,8940,Sale,Townhouse,2,1,3,665.5,270.5,2025,Wellington,Upper Hutt,Central,1108429.91,$1.11M,under_offer,2024-02-22 03:40:42,NULL,6547,561,"$820,738"
3171,7650,Rent,House,3,1,2,568.8,83.9,2000,Wellington,Porirua,North,1011.01,$1011pw,under_offer,2026-07-23 18:06:09,NULL,108,5,NULL
3172,6319,Auction,House,3,1,2,736.7,160.3,NULL,Auckland,Manukau,West,2018700.7,Auction,under_offer,2025-05-20 20:23:45,NULL,3350,120,"$1,639,374"
3173,9641,Deadline Sale,Section,NULL,NULL,NULL,1875.3,NULL,1984,Auckland,Auckland City,Remuera,740837.32,"$740,837",under_offer,2024-09-27 15:18:08,NULL,3771,397,"$632,788"
3174,7452,Sale,Lifestyle,3,1,2,56028.3,166.1,NULL,Auckland,Papakura,East,1550172.55,$1.55M,sold,2024-01-10 01:31:06,2024-01-27 01:31:06,3941,121,"$1,123,545"
3175,8463,Auction,Townhouse,5,1,3,678.2,153.7,NULL,Waikato,Taupo,East,597332.85,Auction,withdrawn,2025-08-25 16:02:18,NULL,1802,175,"$552,471"
3176,7591,Deadline Sale,Rural,3,2,2,80312.1,179.9,1933,Auckland,Manukau,North,1924211.53,$1.92M,sold,2025-07-05 19:28:35,2025-08-09 19:28:35,1431,115,"$1,739,777"
3177,8872,Sale,Lifestyle,3,1,3,29430.2,81.8,2000,Auckland,North Shore,Milford,940399.17,"$940,399",under_offer,2025-12-30 20:05:45,NULL,844,100,"$796,174"
3178,8499,Rent,House,3,2,1,451.3,175.3,1962,Canterbury,Christchurch,Riccarton,1182.89,$1182pw,sold,2025-01-02 07:44:55,2025-03-02 07:44:55,1504,173,NULL
3179,8958,Rent,Townhouse,4,2,1,880.3,280.8,2011,Hawkes Bay,Napier,Central,626.45,$626pw,sold,2025-12-27 03:33:21,2026-01-23 03:33:21,1752,112,NULL
3180,8272,Sale,House,2,2,3,563.2,304.8,2010,Auckland,Auckland City,Grey Lynn,1838259.92,$1.84M,expired,2026-02-28 14:40:23,NULL,872,57,"$1,498,543"
3181,8771,Auction,Apartment,3,2,1,NULL,110.2,1989,Wellington,Kapiti Coast,North,NULL,Auction,withdrawn,2023-08-27 09:11:08,NULL,6090,599,NULL
3182,7758,Deadline Sale,Apartment,2,1,1,NULL,79.2,1923,Taranaki,New Plymouth,South,194610.53,"$194,610",expired,2025-10-03 10:27:09,NULL,980,84,"$162,866"
3183,7170,Sale,House,2,2,1,989.1,168.4,1975,Waikato,Taupo,East,971921.23,"$971,921",sold,2025-07-09 09:55:29,2025-10-30 09:55:29,1804,70,"$867,809"
3184,8544,Tender,Townhouse,2,3,3,455.1,264.9,1951,Manawatu-Wanganui,Palmerston North,South,673343.98,Tender,under_offer,2025-06-08 02:59:11,NULL,2870,318,"$548,472"
3185,7360,Auction,Rural,3,1,1,40868.3,214.4,1961,Auckland,Manukau,South,2052805.89,Auction,expired,2024-01-07 00:08:20,NULL,5140,352,"$1,901,537"
3186,8693,Rent,Townhouse,3,2,2,268.7,148.7,2021,Wellington,Lower Hutt,Stokes Valley,500.33,$500pw,withdrawn,2024-07-12 10:29:26,NULL,4899,515,NULL
3187,7465,Sale,Rural,3,2,2,13798.1,82.1,1939,Auckland,Auckland City,St Heliers,3024176.56,$3.02M,sold,2026-02-17 00:05:39,2026-03-15 00:05:39,1230,68,"$2,448,059"
3188,7849,Rent,House,4,1,1,994.6,189.3,1936,Canterbury,Ashburton,Central,1071.97,$1071pw,sold,2024-09-23 08:21:13,2024-10-08 08:21:13,3784,426,NULL
3189,8533,Rent,House,4,2,2,779.3,182.5,NULL,Auckland,North Shore,Beach Haven,744.73,$744pw,expired,2025-12-22 14:16:49,NULL,1056,115,NULL
3190,7250,Deadline Sale,Lifestyle,3,2,3,34091.1,151.0,NULL,Hawkes Bay,Hastings,Central,559876.16,"$559,876",expired,2024-07-04 17:48:46,NULL,2263,152,"$474,243"
3191,8990,Rent,Apartment,2,1,1,NULL,122.9,NULL,Taranaki,Hawera,North,924.25,$924pw,sold,2023-09-12 03:37:53,2024-01-03 03:37:53,5236,497,NULL
3192,8316,Rent,Lifestyle,4,2,2,82382.4,178.3,2010,Bay of Plenty,Mount Maunganui,East,769.59,$769pw,sold,2023-08-06 03:01:00,2023-09-01 03:01:00,2788,134,NULL
3193,8510,Auction,Lifestyle,4,2,3,42721.5,236.4,1944,Auckland,Waitakere,West,2049172.69,Auction,sold,2024-10-30 22:46:17,2025-02-01 22:46:17,4187,307,"$1,878,310"
3194,7700,Sale,House,3,2,2,1173.7,260.3,2011,Wellington,Upper Hutt,West,659353.61,"$659,353",sold,2024-12-10 23:39:49,2024-12-18 23:39:49,4243,374,"$484,382"
3195,7986,Auction,Apartment,2,1,1,NULL,144.6,2024,Hawkes Bay,Hastings,Central,NULL,Auction,under_offer,2025-08-04 11:08:43,NULL,2859,201,NULL
3196,8842,Rent,Unit,4,1,2,NULL,296.2,2001,Northland,Kaitaia,East,1044.66,$1044pw,sold,2023-08-25 10:24:28,2023-11-15 10:24:28,8238,879,NULL
3197,7129,Auction,House,3,1,1,1031.1,96.8,1957,Waikato,Hamilton,Chartwell,NULL,Auction,sold,2026-05-19 14:04:52,2026-06-27 14:04:52,665,54,NULL
3198,7474,Tender,House,3,1,1,1077.1,160.4,1946,Canterbury,Ashburton,East,NULL,Tender,under_offer,2025-08-31 18:54:34,NULL,1030,52,NULL
3199,8401,Sale,House,3,1,1,636.5,280.1,1945,Waikato,Tauranga,Papamoa,1339437.44,$1.34M,sold,2024-06-11 22:29:26,2024-09-05 22:29:26,2281,214,"$1,214,919"
3200,7608,Sale,Section,NULL,NULL,NULL,1684.0,NULL,2014,Wellington,Kapiti Coast,West,406608.61,"$406,608",expired,2025-01-01 20:09:50,NULL,4007,364,"$332,193"
3201,7794,Sale,Section,NULL,NULL,NULL,3838.3,NULL,1948,Auckland,North Shore,Beach Haven,330558.65,"$330,558",withdrawn,2025-05-19 00:50:47,NULL,1786,176,"$275,359"
3202,3603,Sale,House,3,1,3,762.1,238.9,2007,Canterbury,Selwyn,North,973589.47,"$973,589",sold,2023-12-23 09:03:52,2024-01-17 09:03:52,7381,498,"$852,577"
3203,7383,Deadline Sale,Townhouse,5,1,2,838.6,228.7,1921,Canterbury,Selwyn,West,1059697.37,$1.06M,withdrawn,2025-11-25 10:38:47,NULL,923,83,"$859,210"
3204,7537,Auction,House,2,1,2,227.6,325.6,2021,Waikato,Taupo,North,NULL,Auction,sold,2025-01-12 23:37:58,2025-03-04 23:37:58,1754,72,NULL
3205,8670,Sale,House,3,3,1,560.3,226.6,2026,Canterbury,Selwyn,North,1023923.7,$1.02M,sold,2025-06-22 01:36:48,2025-10-18 01:36:48,2515,233,"$821,285"
3206,7014,Sale,Unit,3,2,1,NULL,163.7,1950,Auckland,Papakura,South,1257960.87,$1.26M,sold,2024-04-21 16:58:42,2024-08-03 16:58:42,5126,366,"$955,107"
3207,8841,Rent,Townhouse,4,3,2,826.0,227.7,NULL,Auckland,Auckland City,Parnell,1082.83,$1082pw,expired,2026-03-22 14:24:29,NULL,863,60,NULL
3208,8750,Auction,Lifestyle,3,1,3,38500.5,269.1,1937,Canterbury,Timaru,East,862968.02,Auction,expired,2024-05-02 14:39:04,NULL,3249,290,"$706,931"
3209,8257,Sale,House,4,2,2,206.8,302.9,2021,Hawkes Bay,Hastings,East,758169.2,"$758,169",sold,2025-07-25 08:11:32,2025-11-01 08:11:32,2198,244,"$550,411"
3210,7888,Rent,Lifestyle,3,1,2,37762.7,160.5,1952,Manawatu-Wanganui,Feilding,West,1120.12,$1120pw,expired,2023-12-14 09:23:18,NULL,2746,88,NULL
3211,8135,Rent,House,3,1,2,1058.8,207.0,1963,Auckland,Waitakere,North,483.78,$483pw,sold,2024-12-15 06:23:59,2025-03-10 06:23:59,3513,412,NULL
3212,3037,Auction,Apartment,3,1,0,NULL,45.2,NULL,Otago,Queenstown,Arrowtown,373337.99,Auction,expired,2025-04-04 00:41:21,NULL,1631,54,"$270,462"
3213,7993,Auction,House,5,3,2,708.2,232.1,NULL,Otago,Dunedin,North East Valley,1643915.17,Auction,expired,2025-01-31 01:23:42,NULL,4479,305,"$1,533,942"
3214,8782,Auction,Lifestyle,3,1,1,62533.0,260.2,1950,Canterbury,Ashburton,West,NULL,Auction,expired,2023-08-10 13:29:06,NULL,4532,226,NULL
3215,8594,Auction,Apartment,1,1,0,NULL,106.2,1968,Auckland,Manukau,West,1115116.3,Auction,expired,2025-03-09 23:48:46,NULL,3032,224,"$892,629"
3216,8876,Sale,Unit,2,2,3,NULL,299.8,NULL,Nelson-Marlborough,Richmond,East,404260.47,"$404,260",expired,2024-10-24 23:28:04,NULL,4961,348,"$355,470"
3217,8216,Deadline Sale,House,5,3,1,534.5,90.3,1977,Auckland,Franklin,South,649203.55,"$649,203",sold,2024-05-11 04:49:55,2024-06-09 04:49:55,2066,240,"$508,059"
3218,7520,Rent,House,3,3,2,578.0,299.8,NULL,Wellington,Porirua,North,409.44,$409pw,withdrawn,2025-05-30 22:11:11,NULL,1351,150,NULL
3219,7842,Tender,Lifestyle,3,2,1,15774.8,246.9,1925,Taranaki,Stratford,East,587306.18,Tender,sold,2023-09-20 16:11:15,2023-12-11 16:11:15,5493,531,"$540,276"
3220,8127,Auction,Rural,3,1,1,71293.7,175.1,1967,Auckland,Papakura,Central,NULL,Auction,under_offer,2024-12-22 14:30:03,NULL,2773,116,NULL
3221,7672,Rent,House,4,1,2,201.6,327.3,1992,Auckland,Waitakere,West,995.71,$995pw,sold,2025-08-13 18:52:28,2025-11-06 18:52:28,1370,139,NULL
3222,8297,Rent,Section,NULL,NULL,NULL,4384.3,NULL,NULL,Auckland,Auckland City,Herne Bay,1054.29,$1054pw,sold,2023-08-06 12:59:37,2023-09-14 12:59:37,4010,258,NULL
3223,3076,Sale,Lifestyle,4,1,1,87485.4,344.9,1922,Canterbury,Timaru,North,1889032.47,$1.89M,under_offer,2025-10-27 06:12:33,NULL,918,50,"$1,359,748"
3224,8053,Rent,House,5,1,2,751.4,172.4,2009,Canterbury,Waimakariri,Central,1155.54,$1155pw,under_offer,2024-08-02 11:45:12,NULL,3045,289,NULL
3225,8080,Sale,House,4,1,3,974.9,135.0,1987,Auckland,Franklin,South,2195370.65,$2.20M,active,2026-07-22 01:34:53,NULL,93,3,"$1,730,015"
3226,7789,Rent,Section,NULL,NULL,NULL,1085.5,NULL,1969,Canterbury,Timaru,West,720.8,$720pw,expired,2024-08-24 08:05:30,NULL,2344,84,NULL
3227,4353,Sale,Lifestyle,3,1,2,17104.8,262.8,NULL,Wellington,Kapiti Coast,North,1492350.56,$1.49M,sold,2025-04-01 18:39:12,2025-07-03 18:39:12,1186,51,"$1,331,827"
3228,4420,Sale,Section,NULL,NULL,NULL,3664.5,NULL,1946,Auckland,Manukau,South,361739.19,"$361,739",sold,2023-10-08 19:45:38,2024-02-04 19:45:38,2368,84,"$303,623"
3229,7859,Auction,Townhouse,4,1,1,790.9,275.5,1983,Hawkes Bay,Napier,North,NULL,Auction,expired,2023-12-29 06:01:56,NULL,5080,576,NULL
3230,9710,Sale,House,2,2,1,1113.1,294.3,1986,Waikato,Taupo,East,1044160.07,$1.04M,expired,2025-10-29 04:41:21,NULL,1595,48,"$835,828"
3231,8686,Deadline Sale,Townhouse,4,3,1,393.1,283.2,1968,Otago,Oamaru,West,1520501.64,$1.52M,sold,2024-02-09 09:22:58,2024-06-02 09:22:58,6558,250,"$1,405,856"
3232,7751,Sale,Townhouse,4,1,2,748.4,181.7,1980,Wellington,Wellington City,Breaker Bay,1728714.27,$1.73M,expired,2025-08-28 10:23:49,NULL,992,88,"$1,451,716"
3233,8235,Sale,Apartment,2,2,1,NULL,121.0,NULL,Wellington,Kapiti Coast,North,687555.92,"$687,555",sold,2023-10-16 22:33:51,2024-01-12 22:33:51,2883,167,"$622,592"
3234,7041,Tender,Apartment,2,1,1,NULL,132.4,NULL,Otago,Wanaka,East,NULL,Tender,sold,2025-02-12 19:07:46,2025-05-13 19:07:46,3098,147,NULL
3235,7480,Auction,House,3,3,2,880.4,173.0,NULL,Southland,Invercargill,West,NULL,Auction,sold,2026-01-05 05:03:20,2026-03-09 05:03:20,544,42,NULL
3236,7432,Sale,House,4,1,2,784.1,289.4,1941,Canterbury,Timaru,West,978867.74,"$978,867",sold,2026-02-01 16:55:43,2026-03-26 16:55:43,1035,112,"$797,449"
3237,7913,Sale,House,2,3,2,1016.9,269.8,1996,Canterbury,Waimakariri,East,1476258.28,$1.48M,expired,2023-11-29 13:44:40,NULL,5117,490,"$1,203,264"
3238,8410,Tender,Townhouse,4,2,1,486.1,310.0,NULL,Auckland,Waitakere,North,NULL,Tender,sold,2025-11-25 18:07:45,2025-12-22 18:07:45,615,19,NULL
3239,3123,Sale,Rural,3,2,2,67851.7,211.9,2014,Wellington,Porirua,South,831415.78,"$831,415",under_offer,2025-07-01 19:38:38,NULL,2829,100,"$654,794"
3240,7270,Deadline Sale,House,4,2,3,744.8,126.3,2000,Southland,Te Anau,West,441371.28,"$441,371",sold,2025-06-26 01:45:59,2025-08-15 01:45:59,1335,46,"$334,736"
3241,7842,Auction,House,4,3,2,664.5,280.7,NULL,Auckland,Waitakere,North,NULL,Auction,sold,2024-09-07 21:10:10,2024-09-29 21:10:10,4329,436,NULL
3242,1849,Sale,Rural,3,3,1,21822.3,123.5,2026,Northland,Whangarei,East,965320.14,"$965,320",expired,2024-11-04 01:04:12,NULL,2318,109,"$765,689"
3243,8157,Rent,Unit,2,1,2,NULL,241.7,2012,Taranaki,Stratford,South,482.36,$482pw,expired,2024-08-09 19:52:23,NULL,3140,322,NULL
3244,7033,Sale,Townhouse,3,1,1,547.7,212.9,2022,Auckland,Auckland City,Mt Eden,2201200.57,$2.20M,expired,2024-03-15 20:49:54,NULL,6876,705,"$1,592,099"
3245,8965,Rent,House,4,1,2,271.2,85.1,NULL,Manawatu-Wanganui,Whanganui,South,763.55,$763pw,expired,2024-03-24 16:58:25,NULL,6532,385,NULL
3246,8188,Deadline Sale,House,3,1,2,1019.5,194.9,1969,Auckland,North Shore,Browns Bay,2197567.04,$2.20M,under_offer,2023-10-30 10:51:27,NULL,7816,700,"$2,044,164"
3247,7050,Deadline Sale,Unit,3,1,2,NULL,166.7,NULL,Wellington,Upper Hutt,Central,541807.1,"$541,807",sold,2024-01-01 19:04:52,2024-02-29 19:04:52,6487,660,"$507,691"
3248,8909,Sale,Apartment,2,1,1,NULL,90.6,NULL,Canterbury,Waimakariri,South,603509.52,"$603,509",under_offer,2023-10-09 07:37:52,NULL,3887,459,"$521,127"
3249,7393,Sale,Apartment,2,1,2,NULL,97.0,NULL,Otago,Oamaru,South,701375.43,"$701,375",sold,2024-02-22 01:36:52,2024-03-13 01:36:52,2582,268,"$648,534"
3250,7987,Rent,House,4,2,3,719.4,281.0,NULL,Auckland,Waitakere,West,1026.79,$1026pw,withdrawn,2026-01-29 08:57:53,NULL,528,45,NULL
3251,1148,Sale,Townhouse,4,1,1,1133.2,254.2,2024,Nelson-Marlborough,Blenheim,North,570024.47,"$570,024",sold,2025-08-31 13:00:18,2025-11-12 13:00:18,1189,113,"$466,791"
3252,8413,Tender,House,3,2,1,1001.6,139.5,2019,Auckland,Papakura,West,1433784.31,Tender,under_offer,2023-09-05 03:48:23,NULL,6490,702,"$1,032,936"
3253,7523,Sale,Unit,4,3,3,NULL,141.3,1951,Auckland,Auckland City,Herne Bay,2409469.34,$2.41M,sold,2025-09-28 19:10:00,2025-12-15 19:10:00,2074,77,"$1,862,487"
3254,7023,Rent,Townhouse,2,2,1,994.8,327.1,2018,Auckland,Franklin,West,1171.05,$1171pw,sold,2024-11-13 17:31:21,2024-12-08 17:31:21,4227,417,NULL
3255,1152,Sale,House,3,1,2,1131.0,296.7,1997,Northland,Whangarei,East,320949.49,"$320,949",expired,2026-05-23 06:02:19,NULL,335,32,"$274,563"
3256,8356,Sale,House,3,1,2,694.8,262.5,2007,Otago,Oamaru,East,1631651.44,$1.63M,under_offer,2023-09-04 07:24:55,NULL,7638,736,"$1,170,083"
3257,7537,Sale,Apartment,3,1,1,NULL,68.6,2012,Canterbury,Christchurch,Halswell,690391.61,"$690,391",sold,2024-10-16 07:46:02,2025-01-15 07:46:02,3948,307,"$637,258"
3258,7907,Rent,Apartment,1,1,1,NULL,123.8,1975,Otago,Queenstown,Frankton,936.03,$936pw,expired,2025-01-10 16:48:47,NULL,2889,287,NULL
3259,7289,Auction,House,3,1,2,296.6,295.0,NULL,Canterbury,Christchurch,Cashmere,NULL,Auction,expired,2025-05-25 19:52:33,NULL,2616,89,NULL
3260,8062,Sale,House,3,2,1,997.7,165.6,1983,Canterbury,Selwyn,North,522806.13,"$522,806",expired,2024-03-08 18:00:24,NULL,2643,254,"$456,097"
3261,8532,Rent,Unit,4,1,2,NULL,84.0,1985,Auckland,Papakura,North,611.01,$611pw,sold,2026-04-30 05:31:56,2026-05-15 05:31:56,575,19,NULL
3262,7566,Deadline Sale,Lifestyle,4,1,2,63230.4,336.4,1969,Auckland,Auckland City,Mt Eden,1049594.58,$1.05M,sold,2025-09-01 15:35:13,2025-09-23 15:35:13,828,36,"$859,950"
3263,8787,Rent,Lifestyle,5,2,2,54632.4,277.2,1930,Hawkes Bay,Havelock North,Central,413.25,$413pw,sold,2024-11-22 19:55:18,2024-12-09 19:55:18,4540,238,NULL
3264,8291,Sale,Townhouse,4,3,3,1127.1,109.2,NULL,Waikato,Cambridge,Central,1069878.38,$1.07M,sold,2026-05-16 07:06:33,2026-07-02 07:06:33,267,22,"$902,468"
3265,7159,Auction,Townhouse,3,2,1,627.1,82.6,2009,Auckland,Manukau,Central,2072774.05,Auction,expired,2024-06-10 03:00:29,NULL,5970,395,"$1,514,832"
3266,8665,Auction,Rural,3,2,2,55348.7,94.2,2014,Auckland,Auckland City,Remuera,NULL,Auction,under_offer,2025-01-06 06:25:54,NULL,4184,130,NULL
3267,7607,Auction,House,4,1,2,608.3,129.0,1997,Auckland,Franklin,South,1553628.32,Auction,sold,2023-09-11 18:42:50,2023-10-03 18:42:50,6153,196,"$1,130,752"
3268,8751,Tender,Apartment,3,1,1,NULL,148.7,2014,Wellington,Kapiti Coast,Central,NULL,Tender,expired,2024-08-23 22:58:09,NULL,3921,451,NULL
3269,454,Sale,Apartment,1,1,2,NULL,121.7,1972,Bay of Plenty,Whakatane,East,316516.43,"$316,516",sold,2024-03-06 15:22:27,2024-06-13 15:22:27,4258,205,"$228,530"
3270,8551,Rent,Unit,5,2,2,NULL,101.3,1955,Auckland,North Shore,Birkenhead,1020.73,$1020pw,expired,2024-02-11 11:08:38,NULL,6505,486,NULL
3271,7719,Sale,Townhouse,4,3,2,717.4,227.3,NULL,Auckland,North Shore,Beach Haven,2215217.12,$2.22M,under_offer,2025-12-30 16:37:31,NULL,924,56,"$1,677,255"
3272,7282,Sale,Apartment,1,2,1,NULL,115.7,1955,Auckland,North Shore,Beach Haven,665786.04,"$665,786",under_offer,2025-07-18 09:12:55,NULL,2193,68,"$536,227"
3273,7037,Tender,House,5,1,3,868.6,196.3,2005,Wellington,Kapiti Coast,North,1224470.29,Tender,withdrawn,2024-01-14 23:53:27,NULL,6285,242,"$906,884"
3274,7920,Auction,House,3,3,2,779.8,120.7,1987,Auckland,Waitakere,North,1287819.49,Auction,sold,2024-04-23 21:36:54,2024-05-17 21:36:54,3235,172,"$1,091,396"
3275,7728,Sale,House,3,1,2,991.3,347.7,2023,Auckland,Auckland City,Grey Lynn,1281763.77,$1.28M,expired,2025-07-07 15:14:03,NULL,1337,158,"$974,029"
3276,7119,Sale,House,4,1,2,822.4,229.7,1946,Wellington,Kapiti Coast,North,1091452.94,$1.09M,under_offer,2024-07-22 21:37:01,NULL,5950,310,"$993,052"
3277,8885,Sale,Townhouse,3,2,1,719.2,91.0,1937,Wellington,Wellington City,Thorndon,626657.5,"$626,657",expired,2025-08-22 03:33:59,NULL,2221,127,"$492,135"
3278,8216,Rent,Lifestyle,4,3,3,48047.4,209.8,1964,Bay of Plenty,Whakatane,North,579.85,$579pw,under_offer,2024-12-29 15:03:36,NULL,2114,147,NULL
3279,4281,Sale,Apartment,2,2,1,NULL,139.4,1936,Waikato,Rotorua,West,572098.03,"$572,098",expired,2024-04-08 19:07:44,NULL,5804,285,"$535,080"
3280,8677,Deadline Sale,House,3,1,2,791.9,317.6,NULL,Otago,Queenstown,Frankton,1524912.31,$1.52M,under_offer,2025-08-21 09:30:04,NULL,2080,179,"$1,261,363"
3281,7379,Tender,Apartment,2,1,2,NULL,96.8,2001,Wellington,Wellington City,Island Bay,NULL,Tender,withdrawn,2025-06-04 21:10:27,NULL,2640,191,NULL
3282,8041,Auction,House,5,3,2,460.9,221.2,2000,Auckland,Franklin,West,881215.83,Auction,under_offer,2025-09-08 11:28:15,NULL,2288,167,"$734,952"
3283,8399,Tender,Section,NULL,NULL,NULL,3614.5,NULL,2021,Wellington,Lower Hutt,Eastbourne,675059.16,Tender,active,2026-07-03 21:19:31,NULL,388,21,"$480,928"
3284,7433,Sale,House,2,3,2,903.0,187.8,1969,Bay of Plenty,Rotorua,South,918020.41,"$918,020",expired,2026-01-31 09:41:50,NULL,979,92,"$755,094"
3285,7849,Sale,House,3,2,2,638.3,147.9,1949,Bay of Plenty,Rotorua,Central,1345361.67,$1.35M,under_offer,2023-09-14 17:00:20,NULL,8323,842,"$1,234,341"
3286,8441,Sale,House,3,2,2,567.9,174.8,1937,Waikato,Taupo,West,1144658.5,$1.14M,expired,2026-02-01 03:03:19,NULL,665,73,"$877,289"
3287,486,Rent,Apartment,2,2,1,NULL,82.5,NULL,Canterbury,Selwyn,West,1139.01,$1139pw,sold,2026-04-29 20:55:22,2026-07-27 20:55:22,825,92,NULL
3288,8616,Deadline Sale,House,2,2,1,203.1,282.3,NULL,Auckland,Franklin,Central,1119310.08,$1.12M,expired,2026-06-25 16:43:05,NULL,263,23,"$1,046,682"
3289,7652,Sale,Unit,3,1,3,NULL,313.7,2025,Hawkes Bay,Hastings,West,677170.36,"$677,170",under_offer,2024-08-02 02:57:28,NULL,3719,154,"$616,474"
3290,8974,Auction,Rural,4,2,2,18547.1,136.9,NULL,Waikato,Taupo,Central,NULL,Auction,expired,2025-08-29 06:08:11,NULL,1652,130,NULL
3291,797,Tender,House,3,3,2,421.6,271.9,1998,Auckland,North Shore,Birkenhead,1710864.65,Tender,withdrawn,2024-09-04 16:50:15,NULL,5338,422,"$1,216,582"
3292,8582,Sale,House,4,2,3,795.0,275.3,NULL,Taranaki,Stratford,South,440824.9,"$440,824",active,2026-07-07 23:44:28,NULL,262,24,"$348,729"
3293,7388,Tender,House,3,3,2,914.6,233.2,2024,Bay of Plenty,Tauranga,Papamoa,1383506.04,Tender,sold,2023-12-17 08:57:45,2024-01-20 08:57:45,3643,367,"$1,091,318"
3294,7468,Rent,House,2,2,2,692.3,254.9,1935,Auckland,Manukau,Central,492.15,$492pw,sold,2025-02-16 15:45:33,2025-04-15 15:45:33,3934,221,NULL
3295,7259,Sale,Section,NULL,NULL,NULL,4366.8,NULL,NULL,Bay of Plenty,Tauranga,Welcome Bay,465335.98,"$465,335",under_offer,2023-12-02 20:48:42,NULL,7815,550,"$435,089"
3296,7649,Deadline Sale,House,2,2,2,854.9,331.1,NULL,Auckland,Franklin,East,1064523.77,$1.06M,expired,2026-01-08 19:35:48,NULL,1229,67,"$941,459"
3297,8451,Rent,House,4,3,1,1061.9,314.4,NULL,Wellington,Wellington City,Mt Victoria,434.29,$434pw,under_offer,2023-08-20 16:52:02,NULL,6560,755,NULL
