contact_id,listing_id,listing_source,user_id,product_area,reason,created_date,resolved_date,resolution_time_hours,description,metadata
460,26114,marketplace,8532,Marketplace,Fraud,2025-11-03 23:34:44,2025-11-08 13:13:30,109.65,Suspicious listing - possible scam,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0026"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
461,15685,motors,4752,Motors,Fraud,2023-11-30 05:28:49,2023-11-30 23:05:22,17.61,Fake listing reported by multiple users,"{""channel"": ""Phone"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0038"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
462,28634,marketplace,3753,Marketplace,Listing Quality,2025-04-05 08:29:48,2025-04-06 08:08:33,23.65,Photos are stock images not actual item,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0013"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
463,NULL,NULL,7568,Motors,Account,2024-10-27 14:50:59,2024-10-27 20:09:38,5.31,Cannot reset password,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0015"", ""tags"": [""account""], ""escalated"": false}"
464,10,motors,962,Motors,Fraud,2024-07-30 06:02:04,2024-08-01 19:30:54,61.48,Account appears to be compromised,"{""channel"": ""Web"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0049"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": true}"
465,2280,jobs,9914,Jobs,Fraud,2025-05-26 10:02:53,2025-05-27 20:27:12,34.41,Account appears to be compromised,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0021"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
466,1664,jobs,9773,Jobs,Listing Quality,2024-09-11 09:51:17,2024-09-11 22:35:11,12.73,Photos are stock images not actual item,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0030"", ""tags"": [""listing_quality""], ""escalated"": false}"
467,34942,marketplace,4963,Marketplace,Delivery,2026-06-13 19:50:26,2026-06-15 05:30:30,33.67,Item not received after 14 days,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0027"", ""tags"": [""delivery""], ""escalated"": false}"
468,13026,property,9536,Property,Listing Quality,2025-09-30 15:25:52,NULL,NULL,Description contains misleading information,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0010"", ""tags"": [""listing_quality""], ""escalated"": false}"
469,419,property,5961,Property,Delivery,2024-06-14 00:44:30,2024-06-17 12:03:13,83.31,Item not received after 14 days,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0045"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
470,9999,jobs,2495,Jobs,Listing Quality,2024-07-23 13:02:41,2024-07-24 10:05:47,21.05,Price seems unrealistic,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0032"", ""tags"": [""listing_quality""], ""escalated"": false}"
471,3394,property,7454,Property,Billing,2024-08-17 05:27:22,2024-08-19 02:54:12,45.45,Need refund for cancelled listing,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0013"", ""tags"": [""billing""], ""escalated"": false}"
472,13361,property,3738,Property,Listing Quality,2025-08-19 06:05:08,2025-08-19 21:19:44,15.24,Listing has incorrect category,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0017"", ""tags"": [""listing_quality""], ""escalated"": false}"
473,1999,motors,8776,Motors,Delivery,2024-11-07 16:07:48,2024-11-13 22:22:52,150.25,Item arrived damaged,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0037"", ""tags"": [""delivery""], ""escalated"": false}"
474,5531,property,4791,Property,Billing,2025-06-24 23:24:08,2025-06-25 23:54:21,24.5,Need refund for cancelled listing,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0006"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
475,851,property,9709,Property,Technical,2026-05-16 09:04:59,2026-05-17 03:11:19,18.11,Page not loading correctly on mobile,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0034"", ""tags"": [""technical""], ""escalated"": false}"
476,10927,jobs,3411,Jobs,Fraud,2025-07-20 21:41:26,2025-07-24 07:25:58,81.74,Item received does not match description,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0030"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
477,17031,motors,2687,Motors,Fraud,2023-12-20 01:32:05,2023-12-22 19:43:00,66.18,Fake listing reported by multiple users,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0038"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
478,NULL,NULL,6430,Marketplace,Account,2025-10-19 04:14:16,NULL,NULL,Requesting account deletion,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0041"", ""tags"": [""account""], ""escalated"": false}"
479,NULL,NULL,4792,Jobs,Account,2024-10-27 05:20:30,2024-10-27 13:46:06,8.43,Requesting account deletion,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0023"", ""tags"": [""account""], ""escalated"": false}"
480,12098,motors,8613,Motors,Technical,2024-10-02 00:17:57,2024-10-03 03:55:18,27.62,Cannot edit listing details,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0016"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
481,6041,motors,2766,Motors,Listing Quality,2023-09-28 03:59:54,2023-09-28 16:42:50,12.72,Duplicate listing reported,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0036"", ""tags"": [""listing_quality""], ""escalated"": false}"
482,3598,motors,7819,Motors,Listing Quality,2024-03-26 06:34:29,2024-03-26 10:30:06,3.93,Listing has incorrect category,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0009"", ""tags"": [""listing_quality""], ""escalated"": false}"
483,NULL,NULL,7258,Motors,Account,2024-04-23 06:57:50,2024-04-23 15:34:22,8.61,Need to update email address,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0035"", ""tags"": [""account""], ""escalated"": false}"
484,2306,jobs,7568,Jobs,Listing Quality,2025-12-28 07:25:58,NULL,NULL,Listing has incorrect category,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0021"", ""tags"": [""listing_quality""], ""escalated"": false}"
485,37901,marketplace,1632,Marketplace,Fraud,2026-07-21 04:49:32,2026-07-27 00:14:48,139.42,Fake listing reported by multiple users,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0039"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
486,6297,jobs,4312,Jobs,Fraud,2024-07-14 02:16:54,2024-07-18 21:25:59,115.15,Item received does not match description,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0028"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
487,18180,motors,4980,Motors,Delivery,2024-10-09 19:39:57,2024-10-12 21:35:40,73.93,Wrong item delivered,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0049"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
488,18620,motors,2898,Motors,Fraud,2025-06-16 18:00:21,2025-06-21 23:39:17,125.65,Item received does not match description,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0017"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
489,11195,jobs,5533,Jobs,Listing Quality,2025-10-22 09:44:34,2025-10-23 06:04:49,20.34,Photos are stock images not actual item,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0033"", ""tags"": [""listing_quality""], ""escalated"": false}"
490,NULL,NULL,6163,Motors,Account,2025-01-25 12:07:31,2025-01-25 16:45:29,4.63,Account suspended without explanation,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0024"", ""tags"": [""account""], ""escalated"": false}"
491,5863,jobs,3184,Jobs,Fraud,2026-07-30 00:11:22,2026-08-04 17:12:51,137.02,Suspicious listing - possible scam,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0007"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
492,20775,marketplace,6889,Marketplace,Listing Quality,2024-08-12 03:06:47,2024-08-12 06:42:33,3.6,Description contains misleading information,"{""channel"": ""Web"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0033"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": true}"
493,4703,motors,9839,Motors,Fraud,2025-03-11 08:31:21,2025-03-13 21:18:56,60.79,Fake listing reported by multiple users,"{""channel"": ""Web"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0021"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": true}"
494,9211,motors,2637,Motors,Listing Quality,2024-01-21 17:00:30,2024-01-22 02:56:40,9.94,Photos are stock images not actual item,"{""channel"": ""Phone"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0009"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
495,639,property,2591,Property,Fraud,2025-04-28 12:29:09,2025-05-04 06:07:29,137.64,Fake listing reported by multiple users,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0013"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
496,9721,motors,3548,Motors,Billing,2023-08-03 13:26:49,2023-08-05 20:04:39,54.63,Subscription billing query,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0025"", ""tags"": [""billing""], ""escalated"": false}"
497,20837,marketplace,5080,Marketplace,Technical,2025-10-03 00:47:16,2025-10-04 11:58:35,35.19,Cannot edit listing details,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0024"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
498,17293,motors,9744,Motors,Billing,2025-08-03 12:34:43,2025-08-04 17:53:24,29.31,Charged incorrectly for listing fee,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0018"", ""tags"": [""billing""], ""escalated"": false}"
499,28616,marketplace,7753,Marketplace,Billing,2023-09-12 22:48:17,2023-09-13 23:02:03,24.23,Charged incorrectly for listing fee,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0038"", ""tags"": [""billing""], ""escalated"": false}"
500,27948,marketplace,9053,Marketplace,Fraud,2024-10-18 03:35:34,2024-10-23 22:09:31,138.57,Seller not responding after payment,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0046"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
501,12909,marketplace,1321,Marketplace,Billing,2025-12-20 09:12:37,2025-12-21 01:40:30,16.46,Charged incorrectly for listing fee,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0031"", ""tags"": [""billing""], ""escalated"": false}"
502,13916,motors,9263,Motors,Listing Quality,2023-09-25 02:06:29,2023-09-25 20:26:25,18.33,Photos are stock images not actual item,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0047"", ""tags"": [""listing_quality""], ""escalated"": false}"
503,41270,marketplace,4418,Marketplace,Billing,2023-12-10 03:28:01,2023-12-12 12:30:14,57.04,Need refund for cancelled listing,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0024"", ""tags"": [""billing""], ""escalated"": false}"
504,42576,marketplace,133,Marketplace,Fraud,2024-01-19 08:45:28,2024-01-20 06:58:00,22.21,Fake listing reported by multiple users,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0004"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
505,2266,motors,5822,Motors,Listing Quality,2024-08-19 03:19:05,2024-08-19 08:24:41,5.09,Photos are stock images not actual item,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0045"", ""tags"": [""listing_quality""], ""escalated"": false}"
506,638,marketplace,9804,Marketplace,Delivery,2024-05-08 21:27:54,2024-05-15 10:28:56,157.02,Wrong item delivered,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0034"", ""tags"": [""delivery""], ""escalated"": false}"
507,12560,property,1616,Property,Delivery,2024-05-31 09:28:58,2024-06-07 13:09:46,171.68,Wrong item delivered,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0039"", ""tags"": [""delivery""], ""escalated"": false}"
508,6096,motors,3698,Motors,Listing Quality,2023-11-13 12:03:54,2023-11-14 11:32:07,23.47,Description contains misleading information,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0011"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
509,16453,marketplace,7297,Marketplace,Delivery,2026-04-12 02:21:49,2026-04-13 21:12:19,42.84,Item not received after 14 days,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0048"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
510,NULL,NULL,142,Motors,Account,2023-11-04 05:56:55,2023-11-04 08:18:40,2.36,Two-factor authentication issue,"{""channel"": ""Phone"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0007"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
511,3182,jobs,2600,Jobs,Technical,2024-04-05 04:20:13,2024-04-05 14:11:36,9.86,Payment gateway error,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0050"", ""tags"": [""technical""], ""escalated"": false}"
512,3388,property,7371,Property,Billing,2026-08-04 22:29:45,2026-08-06 04:41:55,30.2,Payment not processed correctly,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0018"", ""tags"": [""billing""], ""escalated"": false}"
513,466,jobs,7628,Jobs,Listing Quality,2024-09-08 18:40:46,2024-09-09 06:39:51,11.98,Listing has incorrect category,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0002"", ""tags"": [""listing_quality""], ""escalated"": false}"
514,37461,marketplace,8295,Marketplace,Technical,2025-05-03 02:13:34,2025-05-04 09:59:23,31.76,Search results not showing my listing,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0038"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
515,28998,marketplace,5711,Marketplace,Technical,2023-08-04 01:57:45,2023-08-04 15:38:23,13.68,Unable to upload photos to listing,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0041"", ""tags"": [""technical""], ""escalated"": false}"
516,9533,property,9833,Property,Listing Quality,2024-09-04 20:05:36,2024-09-04 23:30:29,3.41,Photos are stock images not actual item,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0037"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
517,19816,motors,4896,Motors,Fraud,2023-10-17 19:40:41,2023-10-22 11:49:10,112.14,Account appears to be compromised,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0012"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
518,11674,property,4434,Property,Technical,2024-10-13 15:07:48,2024-10-14 03:09:38,12.03,Unable to upload photos to listing,"{""channel"": ""Web"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0019"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": true}"
519,NULL,NULL,5291,Property,Account,2026-05-25 16:37:28,2026-05-25 19:10:43,2.55,Cannot reset password,"{""channel"": ""Web"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0015"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
520,13680,marketplace,8289,Marketplace,Delivery,2024-09-14 04:41:47,2024-09-18 09:50:57,101.15,Courier lost package,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0013"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
521,25987,marketplace,4323,Marketplace,Delivery,2024-10-13 11:40:59,2024-10-20 01:17:37,157.61,Tracking number not valid,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0031"", ""tags"": [""delivery""], ""escalated"": false}"
522,11545,motors,6472,Motors,Fraud,2025-08-14 19:31:36,2025-08-20 16:05:06,140.56,Account appears to be compromised,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0021"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
523,10541,jobs,3198,Jobs,Fraud,2025-10-29 04:17:25,2025-11-01 01:37:57,69.34,Suspicious listing - possible scam,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0035"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
524,4506,jobs,9687,Jobs,Technical,2023-09-17 21:45:24,2023-09-18 14:02:34,16.29,Payment gateway error,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0034"", ""tags"": [""technical""], ""escalated"": false}"
525,43352,marketplace,2310,Marketplace,Listing Quality,2025-06-28 12:38:18,2025-06-28 23:55:28,11.29,Description contains misleading information,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0014"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
526,7760,marketplace,1857,Marketplace,Fraud,2025-12-08 23:49:34,2025-12-11 02:41:24,50.86,Account appears to be compromised,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0025"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
527,11078,property,4678,Property,Fraud,2024-06-22 12:14:41,2024-06-25 01:42:38,61.47,Item received does not match description,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0025"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
528,NULL,NULL,3302,Jobs,Account,2023-10-08 10:45:29,2023-10-08 17:14:01,6.48,Two-factor authentication issue,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0046"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
529,11804,marketplace,6687,Marketplace,Delivery,2025-10-13 13:39:31,2025-10-15 06:29:27,40.83,Wrong item delivered,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0008"", ""tags"": [""delivery""], ""escalated"": false}"
530,1198,marketplace,6331,Marketplace,Technical,2024-12-07 06:09:24,2024-12-08 09:21:23,27.2,Unable to upload photos to listing,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0017"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
531,6919,jobs,1031,Jobs,Billing,2025-07-28 07:09:30,2025-07-29 00:15:46,17.1,Double-charged for feature upgrade,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0050"", ""tags"": [""billing""], ""escalated"": false}"
532,13051,property,4033,Property,Fraud,2024-06-06 12:26:22,2024-06-10 20:14:29,103.8,Item received does not match description,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0045"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
533,15860,motors,4737,Motors,Fraud,2023-12-08 13:55:12,2023-12-14 13:51:26,143.94,Item received does not match description,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0013"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
534,4336,property,1439,Property,Billing,2026-03-19 10:03:03,2026-03-21 18:16:56,56.23,Charged incorrectly for listing fee,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0024"", ""tags"": [""billing""], ""escalated"": false}"
535,1607,property,8089,Property,Billing,2025-12-26 14:24:22,2025-12-27 11:43:54,21.33,Payment not processed correctly,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0020"", ""tags"": [""billing""], ""escalated"": false}"
536,9453,property,4561,Property,Listing Quality,2026-03-29 06:49:24,2026-03-30 01:56:29,19.12,Duplicate listing reported,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0008"", ""tags"": [""listing_quality""], ""escalated"": false}"
537,NULL,NULL,5814,Property,Account,2026-01-12 20:48:44,2026-01-13 09:56:43,13.13,Two-factor authentication issue,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0026"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
538,9866,jobs,9235,Jobs,Fraud,2026-03-22 05:36:57,2026-03-25 03:03:17,69.44,Suspicious listing - possible scam,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0006"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
539,3558,property,1279,Property,Listing Quality,2025-04-26 05:10:35,2025-04-26 10:11:52,5.02,Description contains misleading information,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0050"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
540,NULL,NULL,9872,Motors,Account,2024-08-14 14:43:36,2024-08-15 01:22:46,10.65,Need to update email address,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0026"", ""tags"": [""account""], ""escalated"": false}"
541,13836,marketplace,4171,Marketplace,Listing Quality,2025-09-22 03:47:29,2025-09-22 21:32:17,17.75,Photos are stock images not actual item,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0007"", ""tags"": [""listing_quality""], ""escalated"": false}"
542,1819,marketplace,5058,Marketplace,Listing Quality,2023-09-30 01:12:17,2023-09-30 06:53:13,5.68,Price seems unrealistic,"{""channel"": ""Web"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0036"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
543,14147,motors,9298,Motors,Listing Quality,2024-04-15 22:05:58,2024-04-16 17:55:58,19.83,Duplicate listing reported,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0023"", ""tags"": [""listing_quality""], ""escalated"": false}"
544,NULL,NULL,3747,Marketplace,Account,2023-10-03 11:26:54,2023-10-04 03:13:59,15.78,Two-factor authentication issue,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0022"", ""tags"": [""account""], ""escalated"": false}"
545,34661,marketplace,7233,Marketplace,Fraud,2024-08-11 22:31:14,2024-08-13 03:53:11,29.37,Account appears to be compromised,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0004"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
546,3628,property,1306,Property,Technical,2026-06-06 07:05:24,2026-06-06 17:48:38,10.72,Unable to upload photos to listing,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0005"", ""tags"": [""technical""], ""escalated"": false}"
547,NULL,NULL,8313,Jobs,Account,2024-04-27 20:08:36,2024-04-28 12:57:48,16.82,Need to update email address,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0033"", ""tags"": [""account""], ""escalated"": false}"
548,46230,marketplace,4609,Marketplace,Delivery,2025-08-24 21:05:08,2025-08-28 17:49:56,92.75,Wrong item delivered,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0026"", ""tags"": [""delivery""], ""escalated"": false}"
549,NULL,NULL,7223,Marketplace,Account,2025-12-01 08:41:10,NULL,NULL,Cannot reset password,"{""channel"": ""Email"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0031"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": true}"
550,13283,property,8700,Property,Listing Quality,2025-09-15 22:34:15,2025-09-16 13:43:50,15.16,Listing has incorrect category,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0014"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
551,14165,property,6476,Property,Billing,2026-06-15 06:28:36,2026-06-15 23:38:22,17.16,Charged incorrectly for listing fee,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0003"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
552,11679,property,9357,Property,Fraud,2026-07-09 19:35:10,2026-07-13 13:54:08,90.32,Fake listing reported by multiple users,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0013"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
553,6667,property,2666,Property,Technical,2024-05-06 15:35:53,2024-05-06 19:15:17,3.66,Page not loading correctly on mobile,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0015"", ""tags"": [""technical""], ""escalated"": false}"
554,NULL,NULL,7703,Motors,Account,2025-12-24 21:26:05,2025-12-25 06:28:25,9.04,Two-factor authentication issue,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0014"", ""tags"": [""account""], ""escalated"": false}"
555,4217,marketplace,1592,Marketplace,Fraud,2024-04-13 01:04:01,2024-04-19 00:17:46,143.23,Account appears to be compromised,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0012"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
556,9983,marketplace,2453,Marketplace,Technical,2024-02-23 17:29:51,2024-02-23 23:03:46,5.57,Payment gateway error,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0026"", ""tags"": [""technical""], ""escalated"": false}"
557,43605,marketplace,4629,Marketplace,Delivery,2024-04-20 22:01:09,2024-04-23 11:55:43,61.91,Courier lost package,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0011"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
558,4246,marketplace,2999,Marketplace,Fraud,2024-11-15 11:10:04,NULL,NULL,Account appears to be compromised,"{""channel"": ""App"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0001"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
559,13652,marketplace,7014,Marketplace,Technical,2024-01-01 01:17:17,2024-01-01 10:21:46,9.07,Cannot edit listing details,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0035"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
560,25895,marketplace,7497,Marketplace,Fraud,2025-03-20 01:06:45,2025-03-23 09:27:54,80.35,Suspicious listing - possible scam,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0028"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
561,17991,marketplace,8972,Marketplace,Fraud,2025-03-17 04:39:38,2025-03-22 06:41:36,122.03,Seller not responding after payment,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0026"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
562,NULL,NULL,4515,Marketplace,Account,2025-11-27 22:45:33,2025-11-28 13:45:43,15.0,Cannot reset password,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0034"", ""tags"": [""account""], ""escalated"": false}"
