listing_id,user_id,category,subcategory,title,condition,asking_price,buy_now_price,region,city,status,listed_date,close_date,sold_date,shipping_available,accepts_offers,view_count,watchlist_count,bid_count
14327,4685,Clothing,Women's,Used - Like New LG Women's Item,Used - Like New,380.93,490.22,Wellington,Porirua,sold,2024-05-23 02:34:42,2024-06-02 02:34:42,2024-06-03 02:34:42,True,True,734,100,7
14328,4131,Baby & Kids,Nursery,Used - Good Kathmandu Nursery Item,Used - Good,458.41,513.37,Auckland,North Shore,sold,2026-03-22 10:36:32,2026-04-05 10:36:32,2026-03-28 10:36:32,True,True,201,30,4
14329,167,Health & Beauty,Haircare,Used - Good Giant Haircare Item,Used - Good,490.33,549.78,Auckland,Auckland City,closed,2024-03-07 12:47:43,2024-03-21 12:47:43,NULL,True,True,1380,232,3
14330,7729,Computers,Desktops,Used - Good Shimano Desktops Item,Used - Good,1428.03,1589.35,Taranaki,Stratford,sold,2025-04-27 01:21:48,2025-05-06 01:21:48,2025-05-04 01:21:48,True,True,1055,54,0
14331,2604,Sports,Gym Equipment,New Breville Gym Equipment Item,New,1609.61,1943.62,Canterbury,Selwyn,closed,2026-05-13 13:32:49,2026-05-24 13:32:49,NULL,True,False,214,19,3
14332,8534,Home & Living,Appliances,New LG Appliances Item,New,484.54,600.67,Wellington,Porirua,closed,2025-06-29 10:58:01,2025-07-13 10:58:01,NULL,True,True,235,29,0
14333,3239,Collectables,Antiques,New Trek Antiques Item,New,65.37,75.15,Canterbury,Selwyn,sold,2026-06-20 06:23:40,2026-07-04 06:23:40,2026-07-01 06:23:40,True,False,149,17,4
14334,8846,Home & Living,Garden,Used - Average Lego Garden Item,Used - Average,122.56,NULL,Canterbury,Selwyn,withdrawn,2025-09-07 06:31:55,2025-09-19 06:31:55,NULL,False,False,745,123,2
14335,4757,Toys & Games,Board Games,Used - Like New Trek Board Games Item,Used - Like New,298.77,358.69,Nelson-Marlborough,Richmond,sold,2025-12-03 22:50:02,2025-12-12 22:50:02,2025-12-05 22:50:02,True,True,599,62,8
14336,3355,Toys & Games,Building Sets,Used - Good Dyson Building Sets Item,Used - Good,492.55,614.82,Wellington,Kapiti Coast,sold,2023-11-24 02:37:13,2023-12-06 02:37:13,2023-12-01 02:37:13,True,True,2956,202,6
14337,4753,Toys & Games,Outdoor Toys,Used - Like New Samsung Outdoor Toys Item,Used - Like New,453.17,NULL,Manawatu-Wanganui,Levin,closed,2026-01-26 01:39:33,2026-02-05 01:39:33,NULL,True,False,315,16,0
14338,3388,Sports,Water Sports,Used - Like New Apple Water Sports Item,Used - Like New,148.25,NULL,Auckland,Franklin,withdrawn,2026-08-09 13:41:56,2026-08-16 13:41:56,NULL,True,True,50,2,2
14339,9498,Computers,Desktops,New Sony Desktops Item,New,222.26,283.65,Waikato,Rotorua,sold,2025-02-26 08:17:53,2025-03-08 08:17:53,2025-03-09 08:17:53,True,True,499,70,5
14340,8387,Electronics,Audio,Used - Like New Samsung Audio Item,Used - Like New,2816.35,NULL,Manawatu-Wanganui,Whanganui,sold,2025-11-10 06:32:13,2025-11-18 06:32:13,2025-11-15 06:32:13,False,True,290,23,0
14341,1162,Books & Music,CDs,Used - Like New Fisher & Paykel CDs Item,Used - Like New,291.48,351.42,Auckland,North Shore,sold,2025-08-28 06:41:25,2025-09-11 06:41:25,2025-09-11 06:41:25,True,True,710,125,5
14342,9493,Baby & Kids,Maternity,Used - Like New Giant Maternity Item,Used - Like New,190.82,NULL,Auckland,Waitakere,closed,2026-06-15 07:14:15,2026-06-26 07:14:15,NULL,True,False,155,13,2
14343,963,Books & Music,Non-Fiction,Used - Like New Lego Non-Fiction Item,Used - Like New,410.67,NULL,Auckland,Franklin,withdrawn,2023-11-22 18:42:00,2023-12-01 18:42:00,NULL,True,True,1122,163,2
14344,9781,Electronics,Cameras,Used - Good Apple Cameras Item,Used - Good,2975.18,3321.32,Manawatu-Wanganui,Whanganui,sold,2025-04-03 20:03:35,2025-04-10 20:03:35,2025-04-07 20:03:35,False,True,689,56,0
14345,345,Baby & Kids,Car Seats,New Trek Car Seats Item,New,146.64,NULL,Canterbury,Christchurch,sold,2023-08-04 21:42:18,2023-08-13 21:42:18,2023-08-16 21:42:18,True,True,3054,360,7
14346,3190,Toys & Games,Board Games,Used - Like New Shimano Board Games Item,Used - Like New,461.73,539.95,Auckland,Manukau,sold,2025-03-28 01:51:13,2025-04-05 01:51:13,2025-04-09 01:51:13,False,False,615,91,4
14347,6466,Books & Music,CDs,Used - Like New Nike CDs Item,Used - Like New,399.24,509.25,Auckland,Papakura,closed,2025-06-24 20:14:46,2025-07-07 20:14:46,NULL,False,True,1169,120,1
14348,312,Electronics,Audio,Used - Good Sony Audio Item,Used - Good,288.53,328.02,Auckland,North Shore,sold,2023-09-10 08:37:02,2023-09-24 08:37:02,2023-09-24 08:37:02,True,False,2768,481,0
14349,9773,Computers,Networking,Used - Good Nike Networking Item,Used - Good,3447.89,4176.22,Bay of Plenty,Rotorua,sold,2026-03-16 21:26:51,2026-03-24 21:26:51,2026-03-30 21:26:51,True,True,530,81,8
14350,6196,Health & Beauty,Fragrance,New Shimano Fragrance Item,New,373.35,469.72,Auckland,Franklin,closed,2026-06-25 07:54:01,2026-07-08 07:54:01,NULL,True,True,172,30,3
14351,3871,Health & Beauty,Skincare,Used - Good Hasbro Skincare Item,Used - Good,351.2,NULL,Canterbury,Selwyn,sold,2026-03-11 14:53:34,2026-03-22 14:53:34,2026-03-19 14:53:34,True,False,153,16,8
14352,6273,Sports,Fishing,New Lego Fishing Item,New,1866.69,2321.46,Canterbury,Timaru,closed,2025-05-27 07:10:07,2025-06-03 07:10:07,NULL,True,False,735,69,0
14353,7213,Electronics,Gaming Consoles,Used - Good Kathmandu Gaming Consoles Item,Used - Good,1820.08,2088.52,Southland,Invercargill,sold,2026-05-01 18:30:03,2026-05-14 18:30:03,2026-05-12 18:30:03,True,False,311,59,2
14354,4709,Home & Living,Bedding,New LG Bedding Item,New,304.96,373.07,Waikato,Hamilton,sold,2026-03-04 17:14:04,2026-03-18 17:14:04,2026-03-18 17:14:04,True,True,419,41,6
14355,5073,Books & Music,Vinyl Records,Used - Good Hasbro Vinyl Records Item,Used - Good,93.66,104.64,Canterbury,Waimakariri,sold,2024-10-30 17:41:00,2024-11-10 17:41:00,2024-11-11 17:41:00,True,False,1134,104,2
14356,8605,Collectables,Antiques,Used - Average Shimano Antiques Item,Used - Average,1243.92,1505.0,Auckland,North Shore,closed,2024-06-06 19:00:25,2024-06-20 19:00:25,NULL,True,True,620,75,1
14357,6606,Computers,Networking,New Samsung Networking Item,New,2877.95,3241.48,Auckland,Papakura,withdrawn,2023-12-11 18:23:02,2023-12-19 18:23:02,NULL,True,False,2222,224,0
14358,3495,Baby & Kids,Car Seats,New Apple Car Seats Item,New,195.57,NULL,Manawatu-Wanganui,Feilding,closed,2025-11-03 01:46:59,2025-11-11 01:46:59,NULL,True,True,274,14,1
14359,4598,Electronics,Laptops,Used - Like New Giant Laptops Item,Used - Like New,2119.13,2462.13,Auckland,Auckland City,closed,2025-09-08 13:56:06,2025-09-21 13:56:06,NULL,True,True,1001,99,0
14360,5174,Books & Music,Fiction,Used - Good Kathmandu Fiction Item,Used - Good,186.63,NULL,Auckland,Franklin,sold,2025-10-30 18:38:43,2025-11-13 18:38:43,2025-10-31 18:38:43,True,False,311,38,7
14361,4952,Books & Music,Fiction,Used - Good Dyson Fiction Item,Used - Good,88.92,115.13,Waikato,Cambridge,sold,2026-01-29 04:51:38,2026-02-09 04:51:38,2026-02-11 04:51:38,True,True,581,101,3
14362,1782,Home & Living,Lighting,Used - Average Sony Lighting Item,Used - Average,107.03,131.84,Auckland,Papakura,sold,2024-08-21 04:00:01,2024-09-03 04:00:01,2024-08-24 04:00:01,False,True,827,126,7
14363,7952,Books & Music,CDs,Used - Like New Kathmandu CDs Item,Used - Like New,395.12,489.06,Auckland,Waitakere,withdrawn,2023-09-27 09:01:43,2023-10-10 09:01:43,NULL,True,False,1552,233,3
14364,6015,Electronics,TVs,New Nike TVs Item,New,570.15,NULL,Wellington,Upper Hutt,closed,2025-10-23 17:22:02,2025-10-31 17:22:02,NULL,True,True,643,109,3
14365,9220,Baby & Kids,Feeding,Used - Like New Hasbro Feeding Item,Used - Like New,121.91,153.22,Wellington,Lower Hutt,sold,2025-05-15 22:44:58,2025-05-27 22:44:58,2025-05-26 22:44:58,True,False,845,67,7
14366,5064,Health & Beauty,Fragrance,Used - Average Apple Fragrance Item,Used - Average,402.84,502.79,Canterbury,Selwyn,closed,2026-08-07 13:24:35,2026-08-20 13:24:35,NULL,False,True,57,6,2
14367,3898,Collectables,Antiques,New Samsung Antiques Item,New,606.76,NULL,Canterbury,Waimakariri,closed,2024-02-07 06:58:16,2024-02-21 06:58:16,NULL,True,True,1073,183,2
14368,405,Health & Beauty,Haircare,New Breville Haircare Item,New,464.41,NULL,Auckland,Manukau,sold,2024-12-16 10:18:06,2024-12-30 10:18:06,2024-12-27 10:18:06,True,True,1261,198,7
14369,9446,Toys & Games,Dolls,Used - Like New Adidas Dolls Item,Used - Like New,41.27,50.1,Auckland,Manukau,sold,2026-08-11 18:53:01,2026-08-25 18:53:01,2026-08-24 18:53:01,True,True,34,3,5
14370,2033,Home & Living,Kitchen,Used - Average Samsung Kitchen Item,Used - Average,357.23,457.22,Canterbury,Timaru,sold,2025-03-26 10:00:14,2025-04-05 10:00:14,2025-04-08 10:00:14,False,False,801,128,1
14371,8673,Books & Music,Vinyl Records,Used - Good Hasbro Vinyl Records Item,Used - Good,193.38,NULL,Wellington,Porirua,sold,2024-10-01 16:50:28,2024-10-08 16:50:28,2024-10-13 16:50:28,False,False,912,99,2
14372,435,Home & Living,Lighting,Used - Average LG Lighting Item,Used - Average,316.82,404.58,Otago,Dunedin,closed,2026-04-29 01:10:36,2026-05-12 01:10:36,NULL,True,False,135,22,0
14373,1470,Toys & Games,Board Games,New Trek Board Games Item,New,279.33,NULL,Wellington,Porirua,sold,2025-02-07 09:09:40,2025-02-21 09:09:40,2025-02-12 09:09:40,False,False,1205,150,2
14374,1186,Computers,Peripherals,Used - Good Lego Peripherals Item,Used - Good,3775.05,4299.6,Auckland,Waitakere,withdrawn,2025-08-13 04:06:40,2025-08-24 04:06:40,NULL,False,False,580,114,1
14375,285,Home & Living,Furniture,Used - Good Nike Furniture Item,Used - Good,209.48,NULL,Hawkes Bay,Hastings,sold,2025-01-27 09:39:17,2025-02-07 09:39:17,2025-02-10 09:39:17,True,True,1094,199,7
14376,1269,Computers,Networking,Used - Like New Giant Networking Item,Used - Like New,4065.88,NULL,West Coast,Greymouth,closed,2025-11-17 16:39:29,2025-11-29 16:39:29,NULL,False,True,498,35,3
14377,894,Computers,Networking,Used - Average Dyson Networking Item,Used - Average,2603.67,NULL,Auckland,North Shore,sold,2023-11-04 11:31:48,2023-11-13 11:31:48,2023-11-14 11:31:48,True,True,1546,284,4
14378,1325,Home & Living,Lighting,Used - Like New Sony Lighting Item,Used - Like New,327.32,389.77,Bay of Plenty,Rotorua,sold,2025-06-27 07:32:49,2025-07-07 07:32:49,2025-07-01 07:32:49,False,False,1286,222,3
14379,47,Books & Music,Vinyl Records,Used - Average Apple Vinyl Records Item,Used - Average,320.39,NULL,Northland,Paihia,sold,2023-11-13 23:55:40,2023-11-26 23:55:40,2023-11-18 23:55:40,True,True,987,144,2
14380,7098,Toys & Games,Building Sets,Used - Like New Kathmandu Building Sets Item,Used - Like New,349.12,432.94,Auckland,Franklin,closed,2026-01-22 23:27:29,2026-02-01 23:27:29,NULL,True,True,610,54,3
14381,1901,Health & Beauty,Fragrance,Used - Good Giant Fragrance Item,Used - Good,412.56,519.52,Wellington,Porirua,sold,2025-06-13 00:58:04,2025-06-20 00:58:04,2025-06-16 00:58:04,False,False,538,104,5
14382,3489,Computers,Components,New LG Components Item,New,3793.05,4646.24,Auckland,Waitakere,sold,2024-10-24 21:52:37,2024-10-31 21:52:37,2024-10-30 21:52:37,False,True,1726,135,5
14383,2748,Books & Music,CDs,Used - Like New Fisher & Paykel CDs Item,Used - Like New,290.71,NULL,Waikato,Rotorua,sold,2026-01-12 16:28:56,2026-01-26 16:28:56,2026-01-15 16:28:56,True,True,226,18,1
14384,7009,Health & Beauty,Skincare,Used - Good Apple Skincare Item,Used - Good,275.35,NULL,Bay of Plenty,Rotorua,sold,2025-12-16 05:27:46,2025-12-27 05:27:46,2025-12-23 05:27:46,True,False,423,58,8
14385,1146,Computers,Components,Used - Like New Lego Components Item,Used - Like New,516.59,620.99,Hawkes Bay,Havelock North,closed,2024-05-10 03:52:06,2024-05-17 03:52:06,NULL,True,True,785,84,1
14386,8798,Toys & Games,Dolls,Used - Like New Sony Dolls Item,Used - Like New,152.34,197.71,Canterbury,Christchurch,sold,2025-06-16 01:57:21,2025-06-24 01:57:21,2025-06-24 01:57:21,False,False,870,66,3
14387,4486,Books & Music,Vinyl Records,Used - Good Apple Vinyl Records Item,Used - Good,80.18,103.61,Canterbury,Selwyn,sold,2023-11-28 16:13:11,2023-12-05 16:13:11,2023-12-06 16:13:11,True,False,1166,130,5
14388,5026,Health & Beauty,Skincare,New Lego Skincare Item,New,293.05,NULL,Wellington,Wellington City,closed,2025-11-28 08:03:11,2025-12-12 08:03:11,NULL,True,False,219,18,0
14389,3976,Electronics,Audio,New Hasbro Audio Item,New,2535.87,NULL,Auckland,Auckland City,closed,2025-06-09 21:07:22,2025-06-18 21:07:22,NULL,True,False,1275,145,3
14390,8419,Toys & Games,Dolls,Used - Like New Lego Dolls Item,Used - Like New,433.62,NULL,Auckland,North Shore,sold,2024-09-23 12:38:09,2024-09-30 12:38:09,2024-09-30 12:38:09,True,True,1875,355,5
14391,3198,Computers,Networking,Used - Like New Nike Networking Item,Used - Like New,2999.79,3886.35,Canterbury,Ashburton,closed,2025-12-27 13:31:49,2026-01-03 13:31:49,NULL,True,True,452,62,3
14392,7035,Baby & Kids,Nursery,New Hasbro Nursery Item,New,194.13,NULL,Wellington,Porirua,sold,2024-06-18 13:30:40,2024-06-26 13:30:40,2024-06-25 13:30:40,True,False,431,43,8
14393,7081,Electronics,TVs,Used - Good Hasbro TVs Item,Used - Good,1880.67,2124.6,Otago,Queenstown,sold,2026-05-14 10:06:06,2026-05-25 10:06:06,2026-05-22 10:06:06,False,True,222,33,6
14394,3631,Computers,Desktops,Used - Like New Samsung Desktops Item,Used - Like New,1612.36,NULL,Wellington,Lower Hutt,sold,2025-08-02 06:20:02,2025-08-15 06:20:02,2025-08-06 06:20:02,True,True,1160,155,5
14395,398,Health & Beauty,Skincare,Used - Good Breville Skincare Item,Used - Good,354.91,NULL,Auckland,Franklin,closed,2025-07-09 14:36:07,2025-07-19 14:36:07,NULL,True,True,346,26,3
14396,4811,Baby & Kids,Feeding,Used - Average Fisher & Paykel Feeding Item,Used - Average,197.67,255.09,Auckland,North Shore,closed,2024-06-23 17:33:53,2024-07-04 17:33:53,NULL,True,True,1035,142,0
14397,8571,Sports,Gym Equipment,New Dyson Gym Equipment Item,New,1787.08,2093.21,Taranaki,Stratford,sold,2026-01-29 20:50:03,2026-02-05 20:50:03,2026-02-04 20:50:03,True,True,618,88,0
14398,1186,Toys & Games,Dolls,Used - Like New Breville Dolls Item,Used - Like New,262.36,323.41,Waikato,Tauranga,sold,2023-11-01 21:20:35,2023-11-08 21:20:35,2023-11-07 21:20:35,True,True,2101,400,1
14399,8526,Home & Living,Appliances,New Breville Appliances Item,New,10.67,NULL,Canterbury,Christchurch,sold,2024-10-09 09:50:16,2024-10-18 09:50:16,2024-10-13 09:50:16,True,True,892,105,3
14400,453,Health & Beauty,Fragrance,Used - Like New Fisher & Paykel Fragrance Item,Used - Like New,230.98,NULL,Waikato,Taupo,sold,2024-08-15 17:48:14,2024-08-27 17:48:14,2024-08-25 17:48:14,True,True,1535,108,5
14401,5067,Health & Beauty,Haircare,Used - Good Hasbro Haircare Item,Used - Good,103.34,116.06,Manawatu-Wanganui,Feilding,sold,2024-04-29 05:17:49,2024-05-08 05:17:49,2024-05-04 05:17:49,True,True,1514,99,2
14402,1049,Books & Music,Vinyl Records,Used - Average Trek Vinyl Records Item,Used - Average,479.01,NULL,Waikato,Rotorua,sold,2023-08-12 21:56:49,2023-08-25 21:56:49,2023-08-17 21:56:49,False,True,2346,355,0
14403,2781,Computers,Components,Used - Average Sony Components Item,Used - Average,2638.92,2969.43,Auckland,North Shore,sold,2023-09-03 04:01:18,2023-09-11 04:01:18,2023-09-12 04:01:18,True,True,2864,543,3
14404,7351,Books & Music,Vinyl Records,New Samsung Vinyl Records Item,New,421.15,475.48,Auckland,Auckland City,sold,2026-01-19 18:53:20,2026-01-30 18:53:20,2026-01-29 18:53:20,True,False,411,38,1
14405,7802,Baby & Kids,Nursery,Used - Like New Breville Nursery Item,Used - Like New,496.89,NULL,Otago,Dunedin,sold,2025-05-29 19:19:02,2025-06-06 19:19:02,2025-06-05 19:19:02,True,False,1111,120,0
14406,6714,Baby & Kids,Maternity,Used - Average LG Maternity Item,Used - Average,169.4,NULL,Bay of Plenty,Whakatane,sold,2026-08-07 10:30:46,2026-08-18 10:30:46,2026-08-10 10:30:46,True,True,78,12,0
14407,326,Baby & Kids,Feeding,Used - Good Lego Feeding Item,Used - Good,48.7,60.08,Auckland,Manukau,closed,2025-05-20 01:29:08,2025-05-30 01:29:08,NULL,False,True,1157,185,3
14408,4641,Books & Music,Fiction,New Sony Fiction Item,New,67.53,81.01,Northland,Kaitaia,sold,2026-08-21 02:52:53,2026-08-28 02:52:53,2026-08-22 02:52:53,True,False,14,0,4
14409,8434,Baby & Kids,Maternity,Used - Like New Shimano Maternity Item,Used - Like New,55.01,NULL,Northland,Whangarei,withdrawn,2025-03-11 17:51:26,2025-03-18 17:51:26,NULL,True,False,369,25,0
14410,4291,Health & Beauty,Haircare,New Shimano Haircare Item,New,222.06,284.73,Wellington,Upper Hutt,withdrawn,2025-01-19 04:37:30,2025-01-30 04:37:30,NULL,True,True,1769,303,2
14411,8234,Books & Music,Non-Fiction,New LG Non-Fiction Item,New,222.5,261.22,Auckland,Manukau,sold,2026-01-23 10:37:34,2026-02-02 10:37:34,2026-02-05 10:37:34,True,True,482,72,2
14412,7801,Books & Music,Non-Fiction,Used - Good Shimano Non-Fiction Item,Used - Good,95.13,115.15,Waikato,Cambridge,sold,2026-01-29 06:08:24,2026-02-05 06:08:24,2026-02-07 06:08:24,True,True,657,63,8
14413,978,Clothing,Accessories,Used - Like New Dyson Accessories Item,Used - Like New,176.12,217.37,Bay of Plenty,Rotorua,sold,2024-11-25 01:31:51,2024-12-02 01:31:51,2024-11-28 01:31:51,False,True,1764,321,2
14414,7263,Health & Beauty,Supplements,Used - Good Dyson Supplements Item,Used - Good,429.79,491.51,Canterbury,Ashburton,sold,2024-03-08 13:14:27,2024-03-21 13:14:27,2024-03-21 13:14:27,True,True,1599,169,3
14415,9978,Electronics,Laptops,Used - Like New Sony Laptops Item,Used - Like New,2175.03,NULL,Auckland,Manukau,sold,2024-08-20 07:56:49,2024-08-27 07:56:49,2024-08-26 07:56:49,True,True,1050,205,4
14416,9430,Health & Beauty,Supplements,Used - Good Samsung Supplements Item,Used - Good,477.13,NULL,Wellington,Porirua,sold,2026-01-02 16:44:53,2026-01-14 16:44:53,2026-01-08 16:44:53,True,True,718,143,3
14417,8811,Electronics,Tablets,Used - Good Apple Tablets Item,Used - Good,1804.26,2081.88,Otago,Oamaru,withdrawn,2026-05-27 18:37:02,2026-06-04 18:37:02,NULL,True,True,261,48,2
14418,7529,Sports,Gym Equipment,Used - Good Hasbro Gym Equipment Item,Used - Good,26.24,NULL,Manawatu-Wanganui,Palmerston North,sold,2025-04-16 16:24:00,2025-04-28 16:24:00,2025-04-29 16:24:00,True,False,1176,215,0
14419,4706,Electronics,Gaming Consoles,Used - Like New Lego Gaming Consoles Item,Used - Like New,2592.69,NULL,Auckland,Manukau,sold,2023-09-20 21:27:48,2023-09-29 21:27:48,2023-09-25 21:27:48,True,True,2773,292,1
14420,1375,Sports,Fishing,Used - Like New Giant Fishing Item,Used - Like New,450.26,NULL,Otago,Queenstown,sold,2026-04-29 01:34:37,2026-05-10 01:34:37,2026-05-07 01:34:37,True,True,264,44,1
14421,4594,Home & Living,Bedding,Used - Like New Trek Bedding Item,Used - Like New,268.83,NULL,Northland,Paihia,sold,2026-06-01 01:33:39,2026-06-08 01:33:39,2026-06-15 01:33:39,False,True,162,13,5
14422,8617,Toys & Games,Dolls,Used - Good Samsung Dolls Item,Used - Good,139.16,NULL,Bay of Plenty,Tauranga,closed,2023-12-01 23:09:42,2023-12-15 23:09:42,NULL,True,False,1915,307,2
14423,2912,Sports,Gym Equipment,New Breville Gym Equipment Item,New,1862.82,2143.04,Auckland,Manukau,withdrawn,2025-12-17 20:06:15,2025-12-30 20:06:15,NULL,True,False,422,76,1
14424,5148,Sports,Gym Equipment,New Shimano Gym Equipment Item,New,1677.41,1869.01,Wellington,Kapiti Coast,closed,2025-06-24 09:57:38,2025-07-01 09:57:38,NULL,False,False,252,30,1
14425,2566,Toys & Games,Building Sets,Used - Average Lego Building Sets Item,Used - Average,191.78,NULL,Auckland,Auckland City,closed,2025-06-16 04:31:24,2025-06-27 04:31:24,NULL,True,False,793,80,3
14426,8592,Books & Music,Fiction,Used - Good Lego Fiction Item,Used - Good,449.0,NULL,Auckland,Auckland City,sold,2026-07-12 06:00:25,2026-07-21 06:00:25,2026-07-17 06:00:25,True,False,59,5,2
14427,6368,Electronics,Tablets,Used - Good Nike Tablets Item,Used - Good,2232.26,NULL,Waikato,Tauranga,closed,2024-11-09 15:56:26,2024-11-22 15:56:26,NULL,True,True,877,89,2
14428,5956,Baby & Kids,Prams,Used - Like New Shimano Prams Item,Used - Like New,390.02,483.95,Wellington,Kapiti Coast,withdrawn,2023-10-14 13:23:37,2023-10-27 13:23:37,NULL,True,True,1038,57,1
14429,6051,Baby & Kids,Nursery,Used - Average Kathmandu Nursery Item,Used - Average,484.39,606.57,Bay of Plenty,Mount Maunganui,sold,2026-01-23 14:40:05,2026-01-30 14:40:05,2026-01-25 14:40:05,False,True,459,71,4
14430,6662,Toys & Games,Board Games,Used - Average Trek Board Games Item,Used - Average,482.53,NULL,Auckland,Waitakere,sold,2023-08-23 10:21:52,2023-09-06 10:21:52,2023-09-04 10:21:52,True,True,1673,297,7
14431,3127,Toys & Games,Board Games,Used - Like New Sony Board Games Item,Used - Like New,295.5,377.96,Auckland,Papakura,closed,2025-11-02 08:46:25,2025-11-15 08:46:25,NULL,True,True,293,32,3
14432,8565,Health & Beauty,Haircare,Used - Good Giant Haircare Item,Used - Good,494.17,NULL,Auckland,Auckland City,withdrawn,2026-02-19 06:32:05,2026-02-28 06:32:05,NULL,True,True,285,36,3
14433,736,Health & Beauty,Skincare,Used - Average Giant Skincare Item,Used - Average,350.79,399.58,Nelson-Marlborough,Nelson,closed,2024-10-10 02:05:44,2024-10-21 02:05:44,NULL,True,True,692,56,2
14434,4607,Home & Living,Appliances,New Nike Appliances Item,New,166.72,NULL,Wellington,Lower Hutt,closed,2024-06-16 18:26:04,2024-06-23 18:26:04,NULL,False,True,2052,214,1
14435,9925,Baby & Kids,Car Seats,Used - Like New Samsung Car Seats Item,Used - Like New,351.25,455.25,Auckland,Auckland City,closed,2026-07-27 21:22:45,2026-08-07 21:22:45,NULL,False,True,44,6,1
14436,9896,Electronics,Audio,New Trek Audio Item,New,40.06,NULL,Waikato,Hamilton,closed,2025-07-19 20:39:01,2025-07-31 20:39:01,NULL,True,False,1071,130,3
14437,7645,Home & Living,Kitchen,New Breville Kitchen Item,New,420.53,NULL,Wellington,Wellington City,sold,2023-12-08 11:14:38,2023-12-19 11:14:38,2023-12-17 11:14:38,False,True,2453,487,2
14438,2978,Toys & Games,Puzzles,Used - Good Dyson Puzzles Item,Used - Good,66.21,81.45,Auckland,Franklin,closed,2024-09-19 03:20:07,2024-09-26 03:20:07,NULL,True,False,1582,142,3
14439,1121,Electronics,Gaming Consoles,Used - Like New Breville Gaming Consoles Item,Used - Like New,1685.25,2081.91,Canterbury,Ashburton,sold,2026-06-23 19:25:32,2026-07-04 19:25:32,2026-06-28 19:25:32,False,True,79,8,7
14440,5536,Clothing,Men's,Used - Like New Dyson Men's Item,Used - Like New,39.84,45.74,Auckland,Franklin,sold,2024-06-08 05:46:02,2024-06-20 05:46:02,2024-06-15 05:46:02,True,False,524,69,4
14441,6700,Electronics,Tablets,Used - Like New Trek Tablets Item,Used - Like New,2073.89,2365.46,Canterbury,Christchurch,sold,2026-07-01 22:10:11,2026-07-11 22:10:11,2026-07-11 22:10:11,True,True,167,11,2
14442,4582,Computers,Storage,Used - Like New Apple Storage Item,Used - Like New,187.0,NULL,Auckland,North Shore,sold,2026-01-16 20:42:04,2026-01-23 20:42:04,2026-01-20 20:42:04,False,True,280,42,7
14443,8962,Sports,Fishing,Used - Good Sony Fishing Item,Used - Good,236.63,NULL,Otago,Dunedin,closed,2026-05-01 13:35:08,2026-05-08 13:35:08,NULL,False,False,300,43,1
14444,7483,Books & Music,Vinyl Records,Used - Average Nike Vinyl Records Item,Used - Average,162.12,202.53,Hawkes Bay,Havelock North,sold,2026-04-04 14:01:06,2026-04-15 14:01:06,2026-04-11 14:01:06,True,True,424,45,4
14445,1878,Clothing,Men's,Used - Average Dyson Men's Item,Used - Average,180.03,NULL,Waikato,Hamilton,closed,2025-07-02 11:26:43,2025-07-09 11:26:43,NULL,True,True,889,108,0
14446,1120,Health & Beauty,Haircare,Used - Like New Fisher & Paykel Haircare Item,Used - Like New,350.81,NULL,Waikato,Taupo,sold,2025-06-20 11:19:30,2025-07-03 11:19:30,2025-07-03 11:19:30,False,False,594,79,5
14447,9365,Baby & Kids,Feeding,Used - Good Kathmandu Feeding Item,Used - Good,356.87,NULL,Waikato,Tauranga,closed,2023-11-04 08:53:58,2023-11-14 08:53:58,NULL,True,True,1676,152,1
14448,168,Health & Beauty,Fragrance,New Apple Fragrance Item,New,362.7,NULL,Auckland,Franklin,closed,2023-12-13 12:52:00,2023-12-27 12:52:00,NULL,True,True,2108,202,1
14449,1130,Home & Living,Appliances,Used - Good Shimano Appliances Item,Used - Good,288.18,NULL,Taranaki,Stratford,sold,2026-07-11 18:40:59,2026-07-19 18:40:59,2026-07-17 18:40:59,True,True,45,2,5
14450,3254,Health & Beauty,Skincare,New Trek Skincare Item,New,316.7,397.68,Auckland,Papakura,sold,2024-08-31 12:35:48,2024-09-08 12:35:48,2024-09-10 12:35:48,True,True,1038,173,3
14451,1506,Computers,Desktops,New Adidas Desktops Item,New,1826.74,2239.45,Waikato,Hamilton,closed,2024-11-21 20:31:33,2024-12-01 20:31:33,NULL,True,True,687,107,2
14452,9282,Books & Music,Vinyl Records,Used - Average Giant Vinyl Records Item,Used - Average,103.52,NULL,Auckland,Manukau,closed,2024-07-29 06:09:12,2024-08-09 06:09:12,NULL,True,True,565,89,2
14453,9039,Home & Living,Appliances,New Lego Appliances Item,New,72.95,93.49,Wellington,Kapiti Coast,closed,2025-12-16 08:39:58,2025-12-25 08:39:58,NULL,True,False,476,25,1
14454,5311,Toys & Games,Outdoor Toys,Used - Like New Kathmandu Outdoor Toys Item,Used - Like New,103.07,NULL,Hawkes Bay,Havelock North,closed,2023-09-17 12:39:10,2023-09-24 12:39:10,NULL,True,False,914,73,3
14455,5230,Clothing,Men's,Used - Like New Sony Men's Item,Used - Like New,415.39,NULL,Canterbury,Ashburton,sold,2025-02-20 04:12:24,2025-03-06 04:12:24,2025-02-25 04:12:24,False,True,798,75,1
