listing_id,user_id,industry,subcategory,role_type,employment_type,title,salary_min,salary_max,salary_display,region,city,status,listed_date,close_date,remote_option,experience_level,view_count,application_count
4141,8336,Manufacturing,Warehouse,Contract,Full Time,Production Manager,127889.73,164127.97,$78/hour,Wellington,Kapiti Coast,filled,2024-06-30 09:40:07,2024-07-25 09:40:07,True,Senior,3347,4
4142,8095,Accounting,Financial Controllers,Permanent,Full Time,Financial Controller,110049.12,127544.48,$110k-$127k,Nelson-Marlborough,Nelson,filled,2023-12-14 08:25:18,2024-01-05 08:25:18,False,Senior,2565,6
4143,8513,Government,Policy Analysts,Permanent,Full Time,Project Manager,123490.88,136349.34,$123k-$136k,Canterbury,Waimakariri,closed,2024-09-06 07:48:57,2024-10-10 07:48:57,True,Senior,3502,8
4144,7422,Technology,UX Designers,Permanent,Part Time,Senior DevOps Engineer,111856.57,143177.64,$111k-$143k,Auckland,Waitakere,filled,2025-04-18 22:34:56,2025-05-09 22:34:56,True,Senior,2798,6
4145,8924,Accounting,Accountants,Permanent,Full Time,Management Accountant,NULL,NULL,Negotiable,Canterbury,Timaru,closed,2025-12-18 06:25:33,2026-01-30 06:25:33,True,Senior,959,1
4146,8421,Accounting,Tax Specialists,Permanent,Full Time,Management Accountant,155779.03,189531.0,$155k-$189k,Southland,Gore,filled,2026-01-03 10:09:46,2026-02-08 10:09:46,False,Executive,963,6
4147,7034,Retail,Buyers,Contract,Full Time,E-commerce Manager,79497.05,99185.72,$47/hour,Auckland,Manukau,filled,2024-07-10 21:36:08,2024-07-28 21:36:08,False,Mid,4096,4
4148,7886,Hospitality,Events,Temporary,Full Time,Restaurant Manager,NULL,NULL,Negotiable,Auckland,North Shore,closed,2023-12-22 14:05:10,2024-01-26 14:05:10,False,Senior,3743,3
4149,7199,Retail,E-commerce,Permanent,Full Time,Sales Consultant,68740.94,79385.2,"$68,740-$79,385",Auckland,Franklin,closed,2024-01-08 03:13:51,2024-02-16 03:13:51,False,Mid,4929,5
4150,7208,Government,Project Managers,Contract,Full Time,Communications Advisor,68968.64,83101.67,$39/hour,Bay of Plenty,Rotorua,filled,2024-03-04 12:49:42,2024-03-24 12:49:42,True,Mid,4587,6
4151,7720,Government,Policy Analysts,Temporary,Full Time,Communications Advisor,73032.53,91585.83,"$73,032-$91,585",Otago,Queenstown,expired,2026-05-15 14:47:39,2026-06-21 14:47:39,False,Mid,375,2
4152,7632,Technology,DevOps,Permanent,Part Time,Junior Software Engineer,47065.4,54095.67,"$47,065-$54,095",Auckland,Franklin,filled,2026-03-28 19:39:50,2026-04-30 19:39:50,False,Entry,845,9
4153,8883,Manufacturing,Machine Operators,Permanent,Part Time,Quality Controller,111199.22,137741.16,$111k-$137k,Waikato,Rotorua,filled,2025-05-02 05:07:44,2025-05-24 05:07:44,False,Senior,1511,7
4154,7648,Legal,Paralegals,Permanent,Full Time,Paralegal,123142.27,138517.33,$123k-$138k,Northland,Kaitaia,closed,2023-11-28 06:31:59,2024-01-04 06:31:59,False,Senior,3481,6
4155,8176,Manufacturing,Logistics,Permanent,Full Time,Warehouse Manager,107298.54,127271.24,$107k-$127k,Auckland,North Shore,closed,2024-06-04 16:28:56,2024-06-21 16:28:56,False,Senior,1937,2
4156,8130,Education,Early Childhood,Permanent,Part Time,ECE Teacher,73713.32,93330.83,"$73,713-$93,330",Auckland,Auckland City,expired,2024-09-07 16:28:07,2024-10-16 16:28:07,True,Mid,2016,2
4157,7865,Technology,Software Engineers,Permanent,Full Time,Executive Software Engineer,NULL,NULL,Negotiable,Wellington,Wellington City,expired,2025-01-22 16:50:31,2025-03-05 16:50:31,True,Executive,2058,38
4158,8188,Legal,Paralegals,Permanent,Full Time,Senior Lawyer,126593.89,146035.27,$126k-$146k,Auckland,Franklin,expired,2026-04-23 11:12:48,2026-05-31 11:12:48,False,Senior,443,11
4159,8582,Healthcare,Nurses,Permanent,Casual,Physiotherapist,113622.17,128837.19,$113k-$128k,Auckland,Manukau,closed,2026-04-02 05:30:32,2026-05-07 05:30:32,False,Senior,720,6
4160,8334,Agriculture,Farm Managers,Permanent,Part Time,Farm Manager,NULL,NULL,Negotiable,Canterbury,Ashburton,closed,2025-12-14 15:48:24,2026-01-02 15:48:24,False,Senior,1021,5
4161,7317,Education,Early Childhood,Contract,Part Time,ECE Teacher,166944.02,189647.91,$91/hour,Otago,Oamaru,filled,2026-06-21 03:58:50,2026-07-13 03:58:50,False,Executive,409,6
4162,8334,Hospitality,Chefs,Temporary,Full Time,Barista,46426.75,55525.08,"$46,426-$55,525",Taranaki,Stratford,expired,2026-06-10 10:37:39,2026-07-21 10:37:39,True,Entry,384,2
4163,7982,Retail,Merchandising,Contract,Full Time,E-commerce Manager,209789.0,272598.01,$131/hour,Nelson-Marlborough,Blenheim,expired,2025-03-16 06:06:43,2025-04-23 06:06:43,False,Executive,2479,1
4164,7205,Construction,Plumbers,Permanent,Part Time,Site Manager,117816.83,137007.91,$117k-$137k,Southland,Te Anau,filled,2026-07-19 22:05:25,2026-08-03 22:05:25,False,Senior,175,1
4165,7540,Technology,QA/Testing,Contract,Full Time,Product Manager,68681.86,83504.97,$40/hour,Taranaki,Stratford,filled,2026-03-15 04:02:29,2026-04-19 04:02:29,False,Mid,713,3
4166,8620,Finance,Financial Analysts,Permanent,Full Time,Payroll Officer,105803.74,133131.27,$105k-$133k,Taranaki,New Plymouth,closed,2025-10-21 05:51:26,2025-11-25 05:51:26,False,Senior,811,6
4167,8534,Government,Project Managers,Permanent,Part Time,Communications Advisor,100874.37,114442.88,$100k-$114k,Wellington,Porirua,closed,2024-08-02 11:23:57,2024-09-16 11:23:57,False,Senior,4451,6
4168,8863,Technology,Product Managers,Permanent,Full Time,Product Manager,NULL,NULL,Negotiable,Auckland,Manukau,closed,2024-04-11 19:41:41,2024-05-17 19:41:41,False,Senior,4971,9
4169,7865,Construction,Project Managers,Temporary,Part Time,Electrician,78790.11,100808.37,$78k-$100k,Southland,Te Anau,closed,2025-07-08 21:22:25,2025-07-29 21:22:25,True,Mid,1579,6
4170,8961,Healthcare,Pharmacists,Temporary,Part Time,Physiotherapist,NULL,NULL,Negotiable,Southland,Te Anau,closed,2024-04-07 13:09:00,2024-05-21 13:09:00,False,Entry,4059,1
4171,7656,Accounting,Management Accountants,Contract,Full Time,Bookkeeper,122474.49,147742.46,$71/hour,Auckland,Auckland City,filled,2025-08-11 07:44:17,2025-09-04 07:44:17,False,Senior,1712,6
4172,8562,Healthcare,Allied Health,Contract,Full Time,General Practitioner,NULL,NULL,Negotiable,Waikato,Rotorua,expired,2025-02-24 04:54:57,2025-03-31 04:54:57,True,Senior,1478,1
4173,7494,Retail,Store Managers,Permanent,Part Time,Sales Consultant,105613.49,137145.97,$105k-$137k,Auckland,Manukau,filled,2026-06-08 09:47:24,2026-06-30 09:47:24,False,Senior,324,1
4174,7801,Manufacturing,Production Managers,Permanent,Part Time,Warehouse Manager,78953.76,96215.92,"$78,953-$96,215",Canterbury,Waimakariri,filled,2024-12-06 07:13:40,2024-12-29 07:13:40,False,Mid,3210,2
4175,7516,Technology,Product Managers,Permanent,Full Time,Data Product Manager,47640.14,61100.08,"$47,640-$61,100",Bay of Plenty,Rotorua,expired,2026-03-16 02:24:43,2026-04-25 02:24:43,True,Entry,538,2
4176,7977,Legal,Lawyers,Permanent,Part Time,Senior Lawyer,103797.91,124569.79,$103k-$124k,Auckland,Papakura,filled,2025-01-20 04:14:34,2025-02-06 04:14:34,False,Senior,3607,6
4177,7971,Finance,Auditors,Permanent,Full Time,Accounts Manager,NULL,NULL,Negotiable,Wellington,Lower Hutt,expired,2024-04-24 20:14:28,2024-05-25 20:14:28,True,Mid,3392,4
4178,7319,Legal,Legal Secretaries,Permanent,Part Time,Paralegal,66803.58,76813.95,"$66,803-$76,813",Auckland,Papakura,filled,2024-04-08 22:52:01,2024-05-01 22:52:01,False,Mid,3501,4
4179,7129,Hospitality,Events,Contract,Full Time,Events Coordinator,101059.6,113816.9,$54/hour,Wellington,Upper Hutt,expired,2025-10-27 21:58:16,2025-12-08 21:58:16,True,Senior,1837,6
4180,7885,Government,Regulatory,Temporary,Part Time,Policy Analyst,47914.72,55212.89,"$47,914-$55,212",Auckland,Manukau,closed,2025-11-17 02:07:54,2025-12-11 02:07:54,False,Entry,1474,6
4181,8187,Education,Teacher Aides,Permanent,Part Time,Primary Teacher,NULL,NULL,Negotiable,Manawatu-Wanganui,Palmerston North,filled,2026-05-19 17:49:34,2026-06-17 17:49:34,True,Mid,363,1
4182,7152,Hospitality,Events,Permanent,Full Time,Barista,76297.79,85781.43,"$76,297-$85,781",Auckland,Waitakere,closed,2024-02-20 16:13:52,2024-03-16 16:13:52,False,Mid,2799,4
4183,8033,Legal,Legal Secretaries,Permanent,Full Time,Paralegal,68526.19,76463.02,"$68,526-$76,463",Auckland,Papakura,filled,2023-12-19 02:45:47,2024-01-09 02:45:47,True,Mid,2744,6
4184,7579,Manufacturing,Production Managers,Contract,Full Time,Production Manager,70405.49,82386.59,$39/hour,Auckland,North Shore,filled,2025-02-06 22:55:53,2025-03-04 22:55:53,False,Mid,1701,5
4185,8001,Retail,Store Managers,Permanent,Part Time,Buyer,65237.91,80630.52,"$65,237-$80,630",Auckland,Manukau,closed,2025-11-30 19:42:54,2026-01-13 19:42:54,False,Mid,1511,3
4186,7975,Hospitality,Chefs,Permanent,Casual,Barista,102999.03,128897.49,$102k-$128k,Canterbury,Ashburton,filled,2024-12-29 10:58:58,2025-02-12 10:58:58,True,Senior,1821,4
4187,7950,Technology,Data Analysts,Permanent,Full Time,Senior Software Engineer,127094.66,163793.28,$127k-$163k,Auckland,Waitakere,expired,2025-03-14 00:54:07,2025-04-12 00:54:07,False,Senior,1119,6
4188,7108,Technology,Software Engineers,Permanent,Full Time,Data Software Engineer,49907.92,58734.51,"$49,907-$58,734",Auckland,Waitakere,filled,2026-05-10 10:24:14,2026-06-14 10:24:14,True,Entry,645,6
4189,7532,Healthcare,Pharmacists,Contract,Part Time,Healthcare Assistant,70971.18,83868.97,$40/hour,Auckland,North Shore,expired,2024-09-16 09:23:01,2024-10-29 09:23:01,False,Mid,1939,5
4190,8769,Legal,Compliance Officers,Permanent,Full Time,Paralegal,67204.36,85596.05,"$67,204-$85,596",Canterbury,Christchurch,expired,2025-06-06 07:21:36,2025-07-17 07:21:36,False,Mid,2323,5
4191,8775,Accounting,Management Accountants,Temporary,Full Time,Audit Manager,199943.79,231686.51,$199k-$231k,Canterbury,Selwyn,closed,2025-11-15 07:34:25,2025-12-17 07:34:25,True,Executive,1317,1
4192,8301,Construction,Quantity Surveyors,Permanent,Full Time,Mid Carpenter,67793.44,76342.3,"$67,793-$76,342",Waikato,Rotorua,filled,2025-03-09 23:35:11,2025-03-26 23:35:11,False,Mid,1236,3
4193,8121,Legal,Lawyers,Permanent,Full Time,Senior Lawyer,105926.88,122702.18,$105k-$122k,Auckland,Waitakere,filled,2023-11-09 10:42:18,2023-11-26 10:42:18,False,Senior,2290,3
4194,7695,Technology,System Administrators,Permanent,Full Time,UX Designer,119746.51,131775.14,$119k-$131k,Waikato,Rotorua,filled,2025-06-14 04:17:55,2025-07-10 04:17:55,True,Senior,2001,3
4195,8391,Accounting,Bookkeepers,Permanent,Full Time,Audit Manager,169960.43,202931.07,$169k-$202k,Canterbury,Selwyn,expired,2026-02-08 20:09:28,2026-03-21 20:09:28,False,Executive,499,2
4196,7565,Legal,Legal Secretaries,Contract,Full Time,Senior Lawyer,69472.86,82260.93,$39/hour,Auckland,Auckland City,expired,2025-08-22 09:35:35,2025-09-26 09:35:35,False,Mid,1804,6
4197,7698,Agriculture,Farm Managers,Permanent,Full Time,Viticulturist,125567.79,149305.63,$125k-$149k,Canterbury,Ashburton,filled,2023-08-24 07:18:48,2023-09-18 07:18:48,True,Senior,3714,4
4198,8281,Manufacturing,Quality Control,Contract,Casual,Machine Operator,67771.33,86331.81,$41/hour,Hawkes Bay,Napier,filled,2026-02-13 14:55:04,2026-03-15 14:55:04,False,Mid,529,6
4199,7406,Education,Early Childhood,Permanent,Full Time,ECE Teacher,NULL,NULL,Negotiable,Nelson-Marlborough,Nelson,closed,2023-12-17 17:12:54,2024-01-07 17:12:54,False,Senior,5815,6
4200,8474,Healthcare,Doctors,Permanent,Part Time,Physiotherapist,101824.2,125391.93,$101k-$125k,Waikato,Cambridge,expired,2024-08-11 11:53:22,2024-09-19 11:53:22,False,Senior,3599,4
4201,7288,Legal,Paralegals,Permanent,Full Time,Paralegal,51344.92,57397.73,"$51,344-$57,397",Canterbury,Christchurch,filled,2024-09-08 02:08:28,2024-10-04 02:08:28,False,Entry,4279,2
4202,8769,Retail,Store Managers,Contract,Casual,Store Manager,77838.63,94172.93,$45/hour,Auckland,Auckland City,expired,2024-12-12 09:16:32,2025-01-10 09:16:32,False,Mid,2898,8
4203,7415,Legal,Lawyers,Permanent,Full Time,Paralegal,NULL,NULL,Negotiable,Auckland,Auckland City,filled,2024-01-19 10:33:11,2024-02-13 10:33:11,True,Senior,3495,3
4204,8580,Healthcare,Mental Health,Contract,Full Time,Registered Nurse,126974.44,153234.13,$73/hour,Canterbury,Ashburton,filled,2026-04-18 19:55:47,2026-05-05 19:55:47,False,Senior,787,13
4205,7043,Legal,Legal Secretaries,Permanent,Full Time,Paralegal,67765.08,81068.55,"$67,765-$81,068",Auckland,Franklin,filled,2024-10-28 12:17:03,2024-11-18 12:17:03,True,Mid,2145,4
4206,7290,Legal,Legal Secretaries,Temporary,Full Time,Compliance Officer,114863.23,128779.51,$114k-$128k,Waikato,Cambridge,filled,2024-07-24 03:04:56,2024-08-29 03:04:56,True,Senior,3899,5
4207,7751,Education,Tutors,Permanent,Full Time,Primary Teacher,201101.91,229274.84,$201k-$229k,Wellington,Upper Hutt,expired,2024-12-26 10:15:31,2025-01-25 10:15:31,False,Executive,2624,4
4208,7849,Construction,Electricians,Permanent,Full Time,Electrician,66191.52,80300.54,"$66,191-$80,300",Otago,Dunedin,closed,2026-05-29 20:40:17,2026-06-28 20:40:17,False,Mid,569,2
4209,7240,Education,Teachers,Temporary,Full Time,SENCO,49072.36,56901.44,"$49,072-$56,901",Waikato,Rotorua,filled,2026-01-24 00:04:44,2026-02-17 00:04:44,False,Entry,796,20
4210,8525,Construction,Quantity Surveyors,Contract,Part Time,Site Manager,102237.3,116854.48,$56/hour,Auckland,Papakura,filled,2025-11-25 12:57:38,2025-12-27 12:57:38,False,Senior,749,3
4211,7362,Healthcare,Nurses,Permanent,Full Time,General Practitioner,113438.77,135777.2,$113k-$135k,Bay of Plenty,Tauranga,expired,2024-11-03 03:24:47,2024-11-29 03:24:47,True,Senior,1606,4
4212,8149,Accounting,Financial Controllers,Temporary,Full Time,Bookkeeper,123604.16,138550.34,$123k-$138k,Canterbury,Ashburton,expired,2025-03-29 09:34:25,2025-05-01 09:34:25,False,Senior,2521,3
4213,8497,Education,Teachers,Permanent,Casual,ECE Teacher,68164.04,83289.33,"$68,164-$83,289",Canterbury,Ashburton,closed,2025-09-05 12:38:41,2025-10-09 12:38:41,True,Mid,1775,3
4214,8949,Government,Policy Analysts,Permanent,Part Time,Regulatory Officer,190541.78,233660.54,$190k-$233k,Canterbury,Christchurch,filled,2026-04-19 21:25:16,2026-06-01 21:25:16,True,Executive,382,7
4215,7573,Accounting,Accountants,Permanent,Part Time,Management Accountant,117918.83,142243.08,$117k-$142k,Taranaki,Hawera,filled,2024-04-25 01:54:43,2024-06-03 01:54:43,False,Senior,4515,4
4216,7308,Retail,Buyers,Permanent,Part Time,Visual Merchandiser,69463.48,82698.5,"$69,463-$82,698",Bay of Plenty,Tauranga,closed,2024-01-27 10:52:18,2024-02-15 10:52:18,False,Mid,2573,2
4217,8616,Finance,Auditors,Permanent,Part Time,Payroll Officer,67816.94,87429.51,"$67,816-$87,429",Hawkes Bay,Napier,filled,2026-05-04 23:13:18,2026-06-16 23:13:18,False,Mid,654,3
4218,7572,Manufacturing,Machine Operators,Contract,Full Time,Warehouse Manager,110821.54,141772.95,$68/hour,Taranaki,New Plymouth,expired,2024-05-23 23:19:51,2024-07-07 23:19:51,False,Senior,4155,2
4219,7919,Retail,Sales Assistants,Temporary,Part Time,Buyer,127627.28,165617.7,$127k-$165k,Auckland,Auckland City,closed,2024-01-19 17:13:08,2024-02-17 17:13:08,True,Senior,4676,3
4220,7014,Technology,Software Engineers,Permanent,Full Time,Mid Software Engineer,74026.59,87637.88,"$74,026-$87,637",Canterbury,Timaru,filled,2024-04-29 10:14:57,2024-06-01 10:14:57,False,Mid,4805,3
4221,8340,Hospitality,Chefs,Permanent,Full Time,Events Coordinator,101737.18,130874.78,$101k-$130k,Southland,Gore,closed,2026-07-29 04:06:00,2026-09-12 04:06:00,False,Senior,263,6
4222,8951,Retail,Merchandising,Contract,Full Time,Buyer,124591.56,158139.54,$76/hour,Waikato,Hamilton,filled,2026-04-08 23:41:16,2026-04-29 23:41:16,True,Senior,658,5
4223,8195,Technology,System Administrators,Permanent,Full Time,Data System Administrator,156000.76,173841.92,$156k-$173k,Auckland,Franklin,filled,2024-11-24 02:39:38,2024-12-29 02:39:38,False,Executive,1402,5
4224,8623,Government,Communications,Permanent,Part Time,Project Manager,69632.9,76816.17,"$69,632-$76,816",Auckland,Manukau,filled,2026-07-24 18:36:00,2026-08-17 18:36:00,False,Mid,250,3
4225,8189,Hospitality,Restaurant Managers,Permanent,Full Time,Barista,114762.26,147417.75,$114k-$147k,Hawkes Bay,Havelock North,closed,2024-06-03 20:28:03,2024-07-10 20:28:03,False,Senior,2948,4
4226,8941,Hospitality,Chefs,Permanent,Full Time,Events Coordinator,122691.38,159293.75,$122k-$159k,Northland,Kaitaia,closed,2023-11-19 14:19:31,2023-12-03 14:19:31,True,Senior,5769,6
4227,7505,Agriculture,Horticulture,Contract,Part Time,Orchard Supervisor,NULL,NULL,Negotiable,Auckland,Manukau,filled,2025-08-09 03:51:26,2025-09-06 03:51:26,False,Mid,874,2
4228,8813,Technology,Data Analysts,Permanent,Full Time,Senior DevOps Engineer,121354.16,145931.08,$121k-$145k,Hawkes Bay,Havelock North,closed,2024-06-03 04:01:11,2024-06-22 04:01:11,True,Senior,2013,3
4229,8563,Construction,Plumbers,Permanent,Casual,Electrician,103502.6,116743.98,$103k-$116k,Hawkes Bay,Havelock North,expired,2025-04-23 08:09:02,2025-06-07 08:09:02,False,Senior,2290,5
4230,8603,Manufacturing,Logistics,Permanent,Part Time,Quality Controller,109277.33,126644.98,$109k-$126k,Auckland,Franklin,filled,2025-04-22 10:54:34,2025-05-19 10:54:34,True,Senior,1456,4
4231,7436,Technology,DevOps,Permanent,Full Time,Senior DevOps Engineer,121539.92,138196.59,$121k-$138k,Manawatu-Wanganui,Levin,filled,2025-05-28 03:32:15,2025-06-16 03:32:15,False,Senior,2717,3
4232,7632,Agriculture,Horticulture,Permanent,Full Time,Farm Manager,50697.48,59201.46,"$50,697-$59,201",Southland,Invercargill,filled,2024-06-22 10:37:49,2024-07-11 10:37:49,False,Entry,2142,3
4233,7258,Hospitality,Events,Permanent,Full Time,Restaurant Manager,73198.12,89853.14,"$73,198-$89,853",Auckland,North Shore,filled,2023-09-24 12:55:31,2023-11-01 12:55:31,False,Mid,5449,8
4234,7887,Accounting,Management Accountants,Permanent,Casual,Bookkeeper,NULL,NULL,Negotiable,Hawkes Bay,Havelock North,closed,2026-06-18 11:33:00,2026-07-15 11:33:00,False,Mid,217,5
4235,8786,Retail,Buyers,Permanent,Casual,Sales Consultant,123406.89,157402.13,$123k-$157k,Northland,Kerikeri,closed,2025-10-21 07:25:15,2025-11-09 07:25:15,False,Senior,1198,3
4236,8798,Government,Regulatory,Permanent,Full Time,Project Manager,121526.31,146315.73,$121k-$146k,Otago,Dunedin,closed,2023-09-25 04:40:03,2023-11-08 04:40:03,True,Senior,6251,8
4237,7143,Education,Early Childhood,Permanent,Part Time,Primary Teacher,78020.01,91612.36,"$78,020-$91,612",Auckland,Franklin,closed,2024-01-14 14:02:43,2024-02-24 14:02:43,False,Mid,5201,7
4238,7823,Retail,E-commerce,Permanent,Full Time,Store Manager,65842.58,84642.58,"$65,842-$84,642",Wellington,Wellington City,expired,2024-05-04 21:23:12,2024-06-05 21:23:12,False,Mid,2004,3
4239,8226,Manufacturing,Machine Operators,Permanent,Full Time,Warehouse Manager,121160.02,156736.3,$121k-$156k,Auckland,North Shore,closed,2026-05-22 11:33:40,2026-07-06 11:33:40,False,Senior,496,6
4240,7649,Legal,Lawyers,Temporary,Part Time,Compliance Officer,100216.08,126205.45,$100k-$126k,Otago,Oamaru,closed,2023-12-15 17:58:34,2024-01-27 17:58:34,False,Senior,4896,3
4241,8209,Manufacturing,Quality Control,Permanent,Part Time,Production Manager,48279.17,54902.38,"$48,279-$54,902",Waikato,Hamilton,closed,2025-01-24 16:02:23,2025-03-09 16:02:23,False,Entry,3447,4
4242,8761,Education,Early Childhood,Permanent,Full Time,Teacher Aide,70601.06,91246.11,"$70,601-$91,246",Auckland,Manukau,closed,2026-05-09 13:55:13,2026-06-21 13:55:13,False,Mid,319,4
4243,8880,Construction,Quantity Surveyors,Contract,Full Time,Site Manager,78259.68,88136.89,$42/hour,Waikato,Taupo,closed,2024-05-23 00:07:37,2024-07-04 00:07:37,True,Mid,2804,6
4244,7960,Education,Tutors,Contract,Full Time,Teacher Aide,75837.4,85828.97,$41/hour,Gisborne,Gisborne,filled,2024-11-14 14:09:37,2024-12-23 14:09:37,False,Mid,3147,5
4245,8492,Accounting,Bookkeepers,Temporary,Full Time,Management Accountant,77454.76,87875.68,"$77,454-$87,875",Auckland,Manukau,filled,2023-10-12 23:20:23,2023-11-21 23:20:23,False,Mid,6291,4
4246,8045,Healthcare,Mental Health,Contract,Full Time,Physiotherapist,NULL,NULL,Negotiable,Hawkes Bay,Havelock North,closed,2024-12-09 10:34:42,2024-12-28 10:34:42,False,Mid,2749,5
4247,7964,Technology,QA/Testing,Permanent,Full Time,UX Designer,66098.45,85426.65,"$66,098-$85,426",Waikato,Taupo,expired,2024-08-14 21:01:58,2024-09-17 21:01:58,False,Mid,2665,4
4248,8798,Hospitality,Events,Contract,Full Time,Events Coordinator,68766.44,78631.47,$37/hour,Wellington,Upper Hutt,filled,2026-05-13 00:17:53,2026-06-07 00:17:53,False,Mid,484,1
4249,8522,Education,Teachers,Contract,Full Time,ECE Teacher,108705.11,126261.49,$60/hour,Northland,Whangarei,filled,2025-02-18 18:34:53,2025-03-18 18:34:53,False,Senior,2993,3
4250,7546,Accounting,Financial Controllers,Permanent,Full Time,Bookkeeper,71215.3,84449.7,"$71,215-$84,449",Auckland,Auckland City,closed,2026-02-05 02:46:01,2026-03-22 02:46:01,True,Mid,578,6
4251,8850,Finance,Auditors,Contract,Full Time,Financial Analyst,216951.35,251834.82,$121/hour,Auckland,North Shore,expired,2024-03-18 20:53:58,2024-04-17 20:53:58,True,Executive,5286,6
4252,7450,Education,Teacher Aides,Contract,Full Time,Primary Teacher,51361.75,65050.33,$31/hour,Waikato,Taupo,closed,2025-09-29 21:25:37,2025-10-31 21:25:37,False,Entry,1024,3
4253,8084,Construction,Carpenters,Permanent,Full Time,Junior Carpenter,NULL,NULL,Negotiable,Manawatu-Wanganui,Feilding,filled,2024-03-15 17:57:11,2024-04-11 17:57:11,False,Entry,2694,1
4254,7080,Manufacturing,Machine Operators,Permanent,Full Time,Quality Controller,162979.67,184845.03,$162k-$184k,Waikato,Rotorua,closed,2024-07-28 16:46:08,2024-08-30 16:46:08,False,Executive,2632,2
4255,7830,Accounting,Accountants,Contract,Full Time,Financial Controller,78397.1,101561.61,$48/hour,Wellington,Upper Hutt,closed,2025-07-05 03:10:47,2025-07-22 03:10:47,False,Mid,989,7
4256,8887,Finance,Accountants,Permanent,Casual,Payroll Officer,118867.45,139546.99,$118k-$139k,Wellington,Porirua,expired,2023-08-18 14:11:59,2023-09-03 14:11:59,False,Senior,4078,3
4257,7656,Healthcare,Allied Health,Temporary,Full Time,Registered Nurse,79245.04,91395.77,"$79,245-$91,395",Bay of Plenty,Rotorua,filled,2025-11-14 21:54:39,2025-12-08 21:54:39,False,Mid,664,1
4258,7225,Education,Teacher Aides,Temporary,Casual,Primary Teacher,72301.1,88377.93,"$72,301-$88,377",Waikato,Rotorua,expired,2025-12-02 17:50:00,2026-01-01 17:50:00,True,Mid,869,2
4259,7017,Finance,Payroll,Permanent,Casual,Credit Controller,125741.1,142682.09,$125k-$142k,Manawatu-Wanganui,Levin,expired,2025-10-15 19:27:22,2025-11-12 19:27:22,False,Senior,1371,5
4260,8498,Finance,Auditors,Permanent,Full Time,Payroll Officer,70120.82,88235.86,"$70,120-$88,235",Taranaki,Stratford,expired,2024-04-27 12:02:56,2024-05-18 12:02:56,True,Mid,3681,4
4261,7689,Retail,Store Managers,Contract,Full Time,Visual Merchandiser,67989.39,84845.16,$40/hour,Auckland,Auckland City,closed,2026-02-19 07:29:00,2026-03-30 07:29:00,False,Mid,508,3
4262,7052,Hospitality,Chefs,Permanent,Full Time,Events Coordinator,75153.96,91636.58,"$75,153-$91,636",Auckland,North Shore,closed,2026-02-18 11:08:00,2026-03-12 11:08:00,False,Mid,870,4
4263,7619,Education,Administration,Permanent,Casual,Primary Teacher,74656.07,91403.58,"$74,656-$91,403",Auckland,Papakura,closed,2024-09-09 15:34:54,2024-09-27 15:34:54,False,Mid,3949,9
4264,8066,Agriculture,Farm Workers,Contract,Part Time,Orchard Supervisor,101978.25,130728.73,$62/hour,Wellington,Wellington City,closed,2025-10-05 11:29:52,2025-10-30 11:29:52,False,Senior,1506,5
4265,8539,Retail,Merchandising,Contract,Full Time,Buyer,186395.45,238322.97,$114/hour,Auckland,Manukau,closed,2024-09-12 11:29:03,2024-10-26 11:29:03,True,Executive,2430,1
4266,8841,Construction,Quantity Surveyors,Contract,Full Time,Project Manager,76683.8,93358.84,$44/hour,West Coast,Westport,filled,2026-06-10 09:27:45,2026-07-17 09:27:45,False,Mid,521,8
4267,7963,Accounting,Management Accountants,Permanent,Full Time,Audit Manager,NULL,NULL,Negotiable,Canterbury,Christchurch,active,2026-08-01 09:12:21,2026-08-22 09:12:21,False,Mid,271,0
4268,8369,Government,Communications,Temporary,Full Time,Policy Analyst,172871.24,203455.87,$172k-$203k,Manawatu-Wanganui,Palmerston North,expired,2023-10-11 04:20:18,2023-11-13 04:20:18,False,Executive,4380,7
4269,8834,Education,Teachers,Permanent,Part Time,SENCO,118453.8,142177.72,$118k-$142k,Bay of Plenty,Mount Maunganui,filled,2023-12-14 15:27:15,2024-01-13 15:27:15,False,Senior,5365,6
4270,7245,Legal,Lawyers,Permanent,Full Time,Senior Lawyer,68467.26,76359.63,"$68,467-$76,359",Taranaki,Stratford,expired,2025-08-17 20:28:40,2025-09-24 20:28:40,False,Mid,1111,6
4271,7496,Education,Teachers,Permanent,Full Time,Secondary Teacher,74508.28,88067.21,"$74,508-$88,067",Wellington,Kapiti Coast,closed,2024-04-03 11:45:47,2024-05-08 11:45:47,True,Mid,3156,2
4272,7496,Retail,Merchandising,Permanent,Part Time,Buyer,154307.25,182273.38,$154k-$182k,Wellington,Wellington City,filled,2026-04-09 13:17:20,2026-05-19 13:17:20,False,Executive,442,4
4273,7311,Retail,Store Managers,Permanent,Full Time,Buyer,NULL,NULL,Negotiable,Auckland,Franklin,filled,2025-05-27 00:14:39,2025-06-12 00:14:39,False,Entry,2439,4
4274,7648,Technology,UX Designers,Temporary,Full Time,Mid DevOps Engineer,66015.16,77225.68,"$66,015-$77,225",Waikato,Taupo,closed,2024-09-26 18:25:11,2024-11-08 18:25:11,True,Mid,4165,5
