listing_id,user_id,vehicle_type,make,model,year,mileage_km,fuel_type,transmission,body_type,colour,engine_cc,registration_status,asking_price,region,city,status,listed_date,sold_date,view_count,watchlist_count,enquiry_count
3983,450,Car,Suzuki,Swift,2026,0,Petrol,Automatic,SUV,White,4000,Registered,31285.01,Bay of Plenty,Tauranga,expired,2024-07-02 16:16:04,NULL,901,118,46
3984,8730,Car,Toyota,Aqua,2021,86457,Petrol,Automatic,Coupe,Silver,1500,Registered,25506.49,Canterbury,Timaru,expired,2024-06-25 11:43:06,NULL,1902,182,112
3985,5763,SUV,Honda,Fit,2025,12038,Petrol,Manual,Ute,Grey,1200,Registered,36297.55,Waikato,Rotorua,sold,2023-08-23 01:24:50,2023-09-09 01:24:50,2018,498,71
3986,718,Car,Mitsubishi,Lancer,2025,12331,Diesel,CVT,Ute,Grey,4000,Registered,37241.68,Otago,Dunedin,sold,2026-03-26 18:09:25,2026-04-16 18:09:25,386,31,20
3987,4811,Car,Ford,Escape,2022,69483,Petrol,CVT,Sedan,Black,3500,Registered,28959.62,Canterbury,Christchurch,expired,2024-07-25 21:16:55,NULL,2391,362,135
3988,5164,Car,Ford,Ranger,2026,0,Diesel,Automatic,Van,Red,3500,Registered,30798.55,Auckland,North Shore,sold,2024-07-20 02:42:04,2024-09-09 02:42:04,2228,304,134
3989,3377,Car,Ford,Fiesta,2022,49928,Hybrid,Manual,Wagon,Orange,2000,Registered,31639.54,Northland,Whangarei,sold,2024-12-21 10:16:18,2025-01-07 10:16:18,1901,241,64
3990,1229,SUV,Ford,Everest,2024,24391,Petrol,CVT,Hatchback,White,2200,Registered,26904.76,Bay of Plenty,Whakatane,sold,2025-05-30 00:31:37,2025-07-08 00:31:37,1501,157,92
3991,5755,Car,Holden,Commodore,2022,57136,Petrol,CVT,SUV,Silver,4000,Registered,27003.28,Waikato,Tauranga,expired,2026-04-02 23:01:40,NULL,191,44,12
3992,9192,Car,Hyundai,i30,2024,18208,Petrol,Automatic,Hatchback,Green,3500,Registered,33469.71,Canterbury,Waimakariri,expired,2025-04-06 05:17:15,NULL,819,68,41
3993,7680,Ute,Mazda,CX-3,2025,13934,Diesel,Automatic,Van,Red,1600,Registered,35449.98,Wellington,Porirua,sold,2026-04-18 07:52:32,2026-05-28 07:52:32,226,30,14
3994,7275,Car,Ford,Falcon,2020,98062,Diesel,Automatic,Hatchback,Gold,2200,Registered,20985.07,Wellington,Wellington City,sold,2026-05-12 16:22:03,2026-05-26 16:22:03,291,39,11
3995,1504,Car,Nissan,Note,2013,158331,Diesel,Automatic,Ute,Red,1200,On Hold,12844.44,Hawkes Bay,Havelock North,sold,2025-08-01 02:14:31,2025-09-10 02:14:31,550,102,15
3996,8525,Car,Honda,Accord,2011,146394,Petrol,CVT,Sedan,Grey,4000,Registered,6495.2,Auckland,Franklin,withdrawn,2024-07-02 12:29:59,NULL,2749,472,80
3997,7163,Car,Subaru,Impreza,2024,17240,Petrol,Automatic,Hatchback,Blue,1600,Expired,31221.98,West Coast,Greymouth,expired,2023-12-27 08:06:26,NULL,2813,317,223
3998,5465,Car,Holden,Cruze,2026,0,Petrol,Automatic,Sedan,Blue,1000,Registered,30690.52,Auckland,Waitakere,sold,2025-02-26 00:45:47,2025-04-07 00:45:47,2577,471,123
3999,8867,Car,Mazda,Mazda3,2026,0,Diesel,Automatic,SUV,White,1000,Registered,36766.27,Waikato,Taupo,sold,2023-12-17 10:46:04,2024-01-21 10:46:04,3013,305,202
4000,2015,SUV,Hyundai,Kona,2022,40199,Electric,Automatic,Hatchback,White,NULL,Registered,22229.4,Wellington,Lower Hutt,sold,2025-06-07 18:30:31,2025-07-08 18:30:31,1625,346,70
4001,3316,SUV,Mitsubishi,Lancer,2026,0,Hybrid,Manual,SUV,Silver,1200,Imported - Compliance Required,30881.55,Auckland,Franklin,expired,2025-10-25 12:48:09,NULL,575,84,38
4002,8747,Car,Hyundai,Venue,2024,22716,Diesel,CVT,Hatchback,Red,4000,Registered,26990.49,Hawkes Bay,Hastings,sold,2024-04-26 16:18:44,2024-06-13 16:18:44,3225,275,234
4003,7852,Boat,Suzuki,Swift,2026,0,Petrol,CVT,Ute,Black,1200,Imported - Compliance Required,59108.59,Wellington,Upper Hutt,sold,2025-09-15 14:25:31,2025-09-24 14:25:31,1272,149,87
4004,5032,Motorhome,Mitsubishi,ASX,2019,80747,Petrol,Automatic,Sedan,White,2200,Registered,16920.16,Wellington,Porirua,sold,2025-05-29 02:24:52,2025-06-22 02:24:52,1061,220,66
4005,3537,Car,Suzuki,Baleno,2024,31487,Petrol,Automatic,Wagon,Blue,2200,Imported - Compliance Required,34958.7,Auckland,Auckland City,expired,2023-12-15 08:14:06,NULL,2320,261,93
4006,7252,SUV,Ford,Falcon,2020,63433,Diesel,Automatic,Hatchback,Red,1500,Registered,19102.87,Auckland,North Shore,sold,2025-04-18 01:52:02,2025-06-02 01:52:02,840,199,21
4007,7637,Car,Mitsubishi,Pajero,2026,0,Diesel,Automatic,Wagon,Silver,1300,Imported - Compliance Required,34110.92,West Coast,Westport,sold,2025-07-31 05:03:31,2025-08-28 05:03:31,494,119,11
4008,3028,Car,Nissan,Juke,2024,29643,Hybrid,Automatic,Wagon,Blue,1600,Registered,29703.07,Auckland,North Shore,expired,2025-10-04 17:24:07,NULL,1100,151,30
4009,7605,Car,Subaru,Impreza,2020,95475,Diesel,Automatic,Van,White,1600,Registered,24274.4,Wellington,Upper Hutt,sold,2025-01-29 18:06:48,2025-03-14 18:06:48,2588,477,72
4010,8013,Car,Mercedes-Benz,CLA,2018,124632,Hybrid,CVT,SUV,Red,1000,Registered,34130.83,Waikato,Cambridge,withdrawn,2025-11-08 01:28:24,NULL,565,50,38
4011,5583,Car,Mitsubishi,Lancer,2019,93416,Electric,Automatic,Wagon,Red,NULL,Registered,17508.17,Waikato,Cambridge,sold,2025-12-01 12:00:24,2026-01-03 12:00:24,674,114,22
4012,8445,Ute,Volkswagen,Polo,2024,23209,Petrol,Automatic,Ute,Black,3500,Registered,29450.08,Auckland,North Shore,expired,2025-07-11 15:24:03,NULL,1203,266,56
4013,2009,Motorhome,Toyota,Yaris,2024,28553,Petrol,Automatic,Van,Grey,1600,On Hold,29615.85,Bay of Plenty,Mount Maunganui,sold,2026-05-28 19:26:21,2026-07-07 19:26:21,128,19,9
4014,6548,Car,Toyota,Aqua,2024,24192,Petrol,Manual,Coupe,Grey,2000,Registered,26813.72,Bay of Plenty,Rotorua,sold,2025-12-27 20:20:30,2026-02-07 20:20:30,657,57,51
4015,7737,Motorhome,BMW,X3,2011,174206,Petrol,Automatic,Hatchback,Silver,3000,Registered,12046.3,Auckland,Papakura,withdrawn,2023-09-08 18:32:28,NULL,4308,386,344
4016,4456,Ute,Hyundai,Kona,2024,21262,Diesel,Automatic,SUV,Red,1300,Registered,28879.37,Wellington,Porirua,sold,2024-03-26 23:20:43,2024-04-29 23:20:43,3216,786,168
4017,5866,Car,Mazda,CX-3,2013,144530,Petrol,Manual,Ute,Black,1300,Registered,6669.14,Canterbury,Waimakariri,expired,2025-01-07 01:36:27,NULL,698,60,55
4018,8267,Car,Kia,Niro,2025,17975,Diesel,Manual,Hatchback,Silver,1000,Registered,29114.81,Bay of Plenty,Tauranga,sold,2025-04-29 18:38:13,2025-05-04 18:38:13,980,243,30
4019,8199,Car,BMW,5 Series,2022,63722,Hybrid,Automatic,SUV,Silver,1200,On Hold,37101.75,Canterbury,Selwyn,sold,2026-05-02 14:19:45,2026-06-14 14:19:45,377,75,19
4020,6557,Car,Subaru,Forester,2026,0,Petrol,Automatic,Sedan,Black,3500,Registered,32028.19,Otago,Wanaka,withdrawn,2026-01-25 07:01:44,NULL,294,49,13
4021,5033,Ute,Ford,Fiesta,2016,148737,Petrol,Automatic,SUV,Red,1500,On Hold,12074.67,Wellington,Upper Hutt,withdrawn,2024-03-23 23:40:44,NULL,4098,1014,317
4022,8816,Car,Subaru,XV,2025,14408,Petrol,Automatic,Sedan,Gold,1200,Imported - Compliance Required,29548.7,Auckland,Manukau,sold,2024-04-10 05:40:42,2024-05-22 05:40:42,4249,734,228
4023,3436,SUV,BMW,X1,2026,0,Petrol,Automatic,Van,Black,1800,Registered,52441.16,Auckland,Papakura,sold,2025-07-22 12:01:19,2025-08-03 12:01:19,862,152,48
4024,6356,Ute,Nissan,Pathfinder,2026,0,Electric,Automatic,Hatchback,Silver,NULL,Registered,36152.57,Auckland,Manukau,expired,2024-02-24 00:49:40,NULL,3105,271,197
4025,7536,SUV,Ford,Mustang,2015,120544,Hybrid,Automatic,Sedan,Black,1800,Registered,12915.34,Manawatu-Wanganui,Whanganui,sold,2024-03-23 06:53:05,2024-05-15 06:53:05,1408,152,64
4026,8217,Car,Honda,HR-V,2021,82979,Petrol,Manual,Sedan,Silver,1200,Registered,25935.95,Wellington,Upper Hutt,sold,2025-03-17 07:10:26,2025-04-19 07:10:26,1160,155,52
4027,4169,Car,Mitsubishi,ASX,2024,23664,Diesel,Automatic,Hatchback,Green,2000,Registered,32532.59,Wellington,Kapiti Coast,expired,2024-02-25 08:07:33,NULL,2363,494,140
4028,8147,Car,Nissan,Qashqai,2019,87684,Petrol,CVT,SUV,Gold,1600,Registered,24674.41,Wellington,Porirua,sold,2026-05-31 08:59:20,2026-07-30 08:59:20,314,75,18
4029,7282,Car,Toyota,Yaris,2016,103227,Electric,Automatic,Sedan,Green,NULL,Registered,14717.12,Waikato,Rotorua,expired,2024-03-03 20:35:15,NULL,1735,260,72
4030,222,Car,Holden,Captiva,2018,95472,Hybrid,Automatic,Hatchback,Grey,2000,Expired,23334.94,Auckland,North Shore,expired,2024-03-14 09:04:09,NULL,2655,519,97
4031,5933,Motorcycle,Mazda,BT-50,2026,0,Diesel,Automatic,Hatchback,Black,750,Expired,14521.73,Otago,Wanaka,expired,2023-10-03 00:07:03,NULL,3252,281,229
4032,1330,Motorcycle,Mazda,CX-9,2018,38945,Petrol,CVT,Ute,Silver,250,Registered,6147.89,Waikato,Tauranga,sold,2024-02-08 04:50:21,2024-02-19 04:50:21,3007,314,236
4033,7193,SUV,Hyundai,Tucson,2016,147221,Petrol,Automatic,SUV,Grey,1600,Registered,16560.47,Wellington,Upper Hutt,expired,2025-10-20 15:13:04,NULL,614,145,16
4034,3937,Motorcycle,Toyota,Aqua,2020,38237,Petrol,Automatic,SUV,Grey,1000,Registered,8388.85,Canterbury,Selwyn,sold,2025-03-24 09:50:57,2025-04-18 09:50:57,1335,220,28
4035,7385,Car,Toyota,Aqua,2026,0,Diesel,Manual,Ute,Blue,1200,Registered,39750.44,Northland,Paihia,sold,2024-08-27 02:40:10,2024-08-30 02:40:10,1584,241,117
4036,9856,Ute,Honda,CR-V,2025,14554,Electric,Manual,SUV,Silver,NULL,Registered,36328.37,Otago,Oamaru,sold,2025-06-16 16:47:11,2025-08-03 16:47:11,1634,221,50
4037,8032,Car,Ford,Ranger,2018,78212,Petrol,Manual,Ute,Silver,1200,Registered,18831.55,Nelson-Marlborough,Nelson,sold,2023-08-15 13:37:50,2023-09-28 13:37:50,1607,181,39
4038,1032,Boat,Toyota,Hilux,2025,14661,Petrol,CVT,Van,Red,2200,Registered,57743.9,Wellington,Lower Hutt,expired,2025-08-27 06:13:21,NULL,1315,153,43
4039,7064,Car,Toyota,RAV4,2011,196046,Petrol,CVT,Hatchback,Blue,4000,Registered,1500,Canterbury,Ashburton,withdrawn,2025-09-28 11:22:27,NULL,1076,226,77
4040,7795,SUV,Holden,Colorado,2018,111474,Hybrid,Manual,SUV,White,1000,Registered,18029.04,Southland,Te Anau,sold,2023-10-19 21:30:43,2023-11-10 21:30:43,2584,400,73
4041,2591,Motorhome,Volkswagen,Amarok,2008,307937,Petrol,Automatic,Ute,Silver,2000,Registered,1500,Canterbury,Ashburton,sold,2025-07-26 02:56:54,2025-08-19 02:56:54,625,146,45
4042,8048,SUV,Ford,Everest,2013,184246,Petrol,CVT,Hatchback,White,3500,Registered,7427.56,Auckland,Waitakere,withdrawn,2024-11-05 13:35:53,NULL,2026,180,125
4043,7293,Motorcycle,Mazda,MX-5,2019,38991,Hybrid,CVT,Van,White,750,Imported - Compliance Required,6481.9,Auckland,Waitakere,withdrawn,2025-05-26 18:50:47,NULL,1611,151,105
4044,8649,Car,Volkswagen,Polo,2022,57680,Electric,Automatic,SUV,Gold,NULL,On Hold,29235.54,Waikato,Rotorua,sold,2025-12-20 07:28:22,2026-01-12 07:28:22,1063,90,84
4045,9658,Car,Holden,Trax,2022,42463,Petrol,Automatic,Ute,White,2200,On Hold,31656.09,Auckland,Franklin,sold,2025-04-24 07:05:33,2025-06-21 07:05:33,1652,214,96
4046,4465,Ute,Honda,Jazz,2013,233747,Petrol,Automatic,Sedan,Bronze,4000,Registered,6905.99,Bay of Plenty,Mount Maunganui,expired,2024-10-16 13:31:23,NULL,3136,712,239
4047,5674,Motorcycle,Nissan,X-Trail,2026,0,Petrol,Manual,SUV,Grey,600,Registered,14509.21,Auckland,Franklin,expired,2025-08-13 00:53:00,NULL,1727,278,104
4048,6805,Car,Honda,CR-V,2026,0,Petrol,Manual,Sedan,White,1200,Registered,39988.42,Auckland,Auckland City,expired,2024-02-03 11:42:22,NULL,3363,509,258
4049,7347,Car,Nissan,Note,2022,64374,Hybrid,Manual,Sedan,Blue,1800,Expired,26080.16,Auckland,Waitakere,expired,2024-07-31 15:16:15,NULL,891,205,51
4050,5053,Car,Audi,A3,2023,42053,Petrol,Automatic,SUV,Black,2200,Registered,37139.26,Auckland,Auckland City,expired,2025-02-26 08:56:20,NULL,2099,416,74
4051,8023,Ute,Honda,CR-V,2024,28197,Petrol,Manual,Coupe,Gold,3000,Registered,27821.05,Auckland,Papakura,sold,2023-12-07 05:41:27,2024-01-25 05:41:27,4727,731,365
4052,2095,Car,Toyota,Land Cruiser,2018,113693,Petrol,Manual,Ute,Silver,2500,Registered,17344.98,Auckland,Papakura,sold,2023-10-03 06:09:24,2023-11-25 06:09:24,4212,341,175
4053,8575,Car,Mazda,Mazda3,2001,446013,Hybrid,Automatic,Ute,White,1300,Registered,1500,Auckland,Franklin,expired,2023-11-02 10:39:00,NULL,1501,225,33
4054,7587,Boat,Toyota,Yaris,2023,28176,Diesel,Automatic,Hatchback,Grey,1000,Registered,53927.64,Wellington,Porirua,expired,2024-05-04 06:30:56,NULL,3351,473,122
4055,8566,Boat,Toyota,Land Cruiser,2023,29051,Petrol,Automatic,Van,Silver,1200,Registered,50726.5,Waikato,Tauranga,sold,2026-05-12 08:12:36,2026-06-18 08:12:36,220,18,5
4056,1803,Boat,Ford,Focus,2011,195764,Petrol,Automatic,Sedan,Silver,4000,Expired,11547.05,Wellington,Upper Hutt,expired,2025-12-25 14:03:08,NULL,827,183,49
4057,7878,Ute,Mercedes-Benz,CLA,2023,29698,Electric,Manual,Sedan,Silver,NULL,Registered,40066.62,Otago,Dunedin,expired,2025-08-15 20:42:09,NULL,1296,198,48
4058,6681,Motorhome,Mazda,CX-3,2010,150855,Petrol,Automatic,Hatchback,Silver,1800,Registered,6662.52,Otago,Wanaka,expired,2025-04-04 02:22:51,NULL,1197,297,87
4059,7131,Motorhome,Ford,Ranger,2018,140425,Petrol,Automatic,Coupe,Grey,2000,Registered,14802.87,Canterbury,Waimakariri,expired,2026-02-01 08:33:38,NULL,284,43,11
4060,7226,SUV,Ford,Fiesta,2014,133532,Petrol,Automatic,Hatchback,Green,2200,Registered,7064.16,Auckland,Papakura,withdrawn,2026-04-08 02:25:52,NULL,660,119,41
4061,9522,Motorcycle,Toyota,Camry,2026,0,Petrol,Automatic,Hatchback,Blue,1000,Registered,14629.46,Manawatu-Wanganui,Feilding,expired,2024-10-19 15:27:20,NULL,3198,715,247
4062,7210,SUV,Hyundai,i30,2018,86241,Diesel,CVT,Sedan,Silver,2000,On Hold,23997.57,Auckland,Auckland City,sold,2025-10-12 03:51:17,2025-11-11 03:51:17,1062,220,49
4063,8646,Ute,Mercedes-Benz,CLA,2020,102738,Diesel,Automatic,SUV,White,1000,Registered,33532.37,Waikato,Taupo,sold,2024-01-30 16:39:31,2024-03-18 16:39:31,2867,450,164
4064,1812,SUV,Volkswagen,Tiguan,2021,53208,Petrol,CVT,Wagon,Grey,1500,Registered,27246.63,Wellington,Kapiti Coast,sold,2026-02-15 07:40:22,2026-03-21 07:40:22,294,67,15
4065,7534,Ute,Kia,Niro,2013,106539,Diesel,CVT,Ute,Orange,1600,Expired,4396.17,Bay of Plenty,Tauranga,sold,2025-08-12 23:41:20,2025-09-17 23:41:20,1071,223,34
4066,8782,SUV,Toyota,Camry,2026,0,Electric,Manual,Wagon,Blue,NULL,Registered,34057.34,Bay of Plenty,Tauranga,sold,2026-04-21 13:51:19,2026-06-03 13:51:19,433,81,19
4067,8067,Ute,Mazda,BT-50,2018,142620,Diesel,Automatic,Sedan,Black,2000,On Hold,15185.65,Wellington,Wellington City,expired,2025-07-05 12:29:58,NULL,1355,135,56
4068,6043,Car,Honda,CR-V,2014,114991,Petrol,Automatic,Hatchback,Grey,1200,Registered,13355.14,Auckland,Papakura,expired,2025-01-21 00:28:29,NULL,945,111,41
4069,8791,Car,Mazda,BT-50,2024,18135,Petrol,Manual,Ute,Bronze,1800,Registered,27150.12,Wellington,Lower Hutt,sold,2025-12-19 07:18:15,2026-01-11 07:18:15,291,32,7
4070,8507,Car,Subaru,WRX,2014,215212,Hybrid,CVT,Sedan,White,2200,Registered,11472.97,Auckland,Franklin,expired,2026-05-02 07:43:22,NULL,206,27,14
4071,504,Car,Honda,City,2023,27257,Electric,Automatic,Sedan,Black,NULL,Registered,32430.89,Bay of Plenty,Rotorua,sold,2024-11-12 17:00:55,2024-12-19 17:00:55,827,136,34
4072,9187,Car,Holden,Astra,2022,63772,Diesel,Automatic,Wagon,Green,4000,On Hold,28831.78,Auckland,Auckland City,expired,2025-07-17 23:39:23,NULL,1626,287,102
4073,8025,SUV,Mitsubishi,ASX,2018,98621,Petrol,Manual,Sedan,Grey,1800,Registered,20829.99,Waikato,Hamilton,expired,2024-02-21 12:15:46,NULL,1712,254,96
4074,7074,Van,Hyundai,Ioniq,2021,54798,Hybrid,Automatic,Sedan,Silver,3500,Registered,23734.98,Canterbury,Ashburton,expired,2024-03-11 15:43:28,NULL,1010,161,20
4075,6938,Car,Honda,CR-V,2016,97649,Petrol,Manual,SUV,Bronze,1000,On Hold,19420.83,Manawatu-Wanganui,Palmerston North,sold,2025-03-19 15:09:50,2025-04-23 15:09:50,2230,255,152
4076,7333,Car,Toyota,Corolla,2022,45137,Petrol,Automatic,Sedan,Grey,2500,Registered,26791.62,Waikato,Cambridge,sold,2024-06-10 10:51:26,2024-06-23 10:51:26,1990,489,120
4077,5335,Car,Holden,Cruze,2022,38470,Petrol,Automatic,SUV,White,3500,Registered,23461.94,Taranaki,Stratford,expired,2024-06-16 03:57:34,NULL,1220,274,37
4078,4851,Motorhome,Holden,Astra,2026,0,Diesel,Manual,SUV,Black,4000,Registered,36490.21,Auckland,Manukau,sold,2023-09-09 02:16:26,2023-09-28 02:16:26,3066,558,119
4079,8336,Car,Mitsubishi,ASX,2023,27441,Petrol,Automatic,Ute,Red,1300,Registered,29182.8,Nelson-Marlborough,Nelson,expired,2023-09-05 21:21:26,NULL,1836,174,134
4080,3426,Car,Nissan,Pathfinder,2018,136258,Petrol,Automatic,Wagon,Silver,3000,Registered,16771.38,Otago,Queenstown,sold,2024-05-19 06:20:47,2024-07-02 06:20:47,3351,342,149
4081,8614,SUV,Mazda,Mazda2,2017,120239,Hybrid,Automatic,Wagon,Gold,2200,Expired,17742.56,Southland,Gore,sold,2024-09-06 07:32:40,2024-09-29 07:32:40,1505,352,50
4082,5915,Car,Toyota,Aqua,2015,174524,Hybrid,Automatic,SUV,Black,3000,On Hold,11395.97,Canterbury,Timaru,sold,2024-03-22 17:21:56,2024-05-16 17:21:56,2095,167,93
4083,1972,Car,Ford,Fiesta,2019,99618,Petrol,Automatic,Sedan,White,4000,Registered,18256.1,Auckland,Papakura,sold,2026-06-30 00:22:00,2026-07-04 00:22:00,66,14,1
4084,8675,Car,Toyota,Camry,2021,72687,Petrol,Manual,Hatchback,Red,1000,On Hold,25341.01,Auckland,Auckland City,expired,2024-12-27 08:50:59,NULL,2533,351,168
4085,7441,SUV,Toyota,C-HR,2021,84815,Petrol,Manual,Wagon,Green,2500,Registered,28301.71,Canterbury,Timaru,expired,2025-12-01 02:10:12,NULL,754,94,29
4086,7672,Car,Holden,Trax,2025,14263,LPG,Manual,Wagon,White,1600,Registered,28643.07,Canterbury,Ashburton,sold,2026-03-20 20:27:21,2026-03-30 20:27:21,652,72,52
4087,1468,Car,Toyota,RAV4,2025,14764,Petrol,Automatic,Hatchback,Black,1600,Registered,29345.54,Northland,Kaitaia,sold,2026-04-05 22:29:06,2026-05-02 22:29:06,221,53,11
4088,7396,SUV,Hyundai,i30,2026,0,Electric,Automatic,SUV,Bronze,NULL,Registered,33531.56,Waikato,Taupo,expired,2026-03-11 05:12:02,NULL,263,42,5
4089,7114,Car,Mitsubishi,ASX,2020,55673,Petrol,Automatic,SUV,White,3000,Registered,24230.45,Auckland,North Shore,withdrawn,2023-08-10 12:29:18,NULL,3619,896,247
4090,7859,SUV,BMW,5 Series,2025,14761,Hybrid,Manual,Wagon,Black,1500,Registered,46748.54,Auckland,Papakura,sold,2024-05-28 12:22:14,2024-07-16 12:22:14,1014,220,33
4091,1559,SUV,Mitsubishi,Pajero,2018,84168,Petrol,Automatic,SUV,Orange,1300,Registered,21070.79,Nelson-Marlborough,Richmond,expired,2024-02-21 14:15:13,NULL,1184,147,57
4092,7211,Car,Mitsubishi,Lancer,2016,138278,Petrol,Manual,Coupe,Green,1800,Registered,11051.22,Bay of Plenty,Tauranga,sold,2025-09-26 08:18:54,2025-10-16 08:18:54,794,87,22
4093,7234,SUV,Mazda,CX-3,2021,58727,Petrol,CVT,SUV,Grey,2200,Registered,22427.83,Wellington,Kapiti Coast,sold,2023-08-15 05:02:42,2023-10-14 05:02:42,4217,428,84
4094,4865,Car,Ford,Falcon,2023,26105,Electric,Automatic,SUV,Silver,NULL,Registered,29749.0,Nelson-Marlborough,Blenheim,expired,2025-04-07 19:46:13,NULL,790,86,35
4095,9138,Boat,Mitsubishi,ASX,2012,219135,Hybrid,Automatic,SUV,Gold,1800,Expired,16603.38,Nelson-Marlborough,Richmond,sold,2026-05-29 13:14:58,2026-06-20 13:14:58,299,60,16
4096,8007,SUV,Toyota,Hilux,2026,0,Petrol,Automatic,SUV,Silver,1800,On Hold,32742.61,Taranaki,Stratford,sold,2025-08-17 11:40:47,2025-10-10 11:40:47,1635,222,89
4097,9348,Motorhome,Toyota,RAV4,2020,99736,Petrol,CVT,Hatchback,Red,4000,Registered,24111.59,Southland,Invercargill,expired,2025-04-14 10:58:26,NULL,1341,133,57
4098,2566,Car,Nissan,Qashqai,2016,87485,Hybrid,Automatic,Van,White,2000,Registered,13686.88,Auckland,Auckland City,expired,2025-01-18 21:15:04,NULL,1805,282,113
4099,2173,Car,Toyota,Hilux,2012,165937,Diesel,Automatic,SUV,Grey,3500,Registered,5097.84,Gisborne,Gisborne,sold,2024-06-11 15:18:05,2024-07-31 15:18:05,2125,357,165
4100,4704,Motorcycle,Mazda,CX-30,2015,79051,Diesel,Manual,Sedan,Red,1200,Imported - Compliance Required,5519.22,Canterbury,Christchurch,sold,2024-09-13 16:18:37,2024-10-31 16:18:37,1423,195,41
4101,1791,Boat,Nissan,Qashqai,2025,13459,Diesel,Automatic,Coupe,Green,2500,Registered,68282.69,Waikato,Tauranga,expired,2026-02-17 19:54:15,NULL,199,37,4
4102,9809,Car,Toyota,C-HR,2022,56491,Diesel,Automatic,Coupe,White,1600,Registered,24317.61,Otago,Wanaka,sold,2025-01-02 10:53:19,2025-01-19 10:53:19,1193,151,31
4103,8865,Car,Suzuki,Ignis,2024,27312,Diesel,Manual,Ute,Bronze,1000,Registered,28586.13,Auckland,Franklin,sold,2026-05-28 13:45:34,2026-06-06 13:45:34,248,47,10
4104,7230,SUV,Ford,Mustang,2019,84895,Petrol,Manual,Wagon,Grey,1300,Registered,16624.37,Auckland,Manukau,sold,2025-05-03 14:31:10,2025-05-21 14:31:10,1357,334,54
4105,4034,Boat,Suzuki,Swift,2023,32823,Petrol,CVT,Wagon,White,1000,Registered,55208.15,Auckland,Manukau,expired,2026-05-27 21:32:04,NULL,207,44,7
4106,8647,Car,Kia,Niro,2018,129540,Petrol,Automatic,Wagon,Blue,2500,Registered,23623.66,Canterbury,Selwyn,expired,2024-10-29 10:17:13,NULL,2967,593,80
4107,5992,SUV,Mercedes-Benz,C-Class,2025,15502,Hybrid,Manual,SUV,Red,1200,Registered,45887.54,Waikato,Hamilton,sold,2024-08-03 08:00:26,2024-08-18 08:00:26,1633,310,96
4108,5988,SUV,Mitsubishi,ASX,2025,16895,Petrol,Automatic,Hatchback,Grey,1000,Registered,34581.49,Hawkes Bay,Havelock North,expired,2024-02-15 15:09:25,NULL,3700,373,206
4109,1067,Car,Toyota,Aqua,2017,91299,Petrol,Automatic,SUV,Red,2200,Expired,13395.98,Taranaki,Stratford,expired,2023-09-27 00:16:19,NULL,3566,591,180
4110,7138,Motorhome,Suzuki,Jimny,2022,57994,Petrol,Manual,SUV,White,1500,Registered,25972.27,Wellington,Kapiti Coast,sold,2024-02-01 23:16:02,2024-03-29 23:16:02,4439,925,147
4111,8626,Ute,Honda,City,2018,65937,Petrol,Automatic,Hatchback,White,1200,On Hold,20817.09,Auckland,Papakura,expired,2023-11-08 01:04:22,NULL,4116,967,281
4112,4485,Ute,Toyota,Camry,2016,148131,Petrol,Manual,Coupe,Silver,1500,Registered,10132.99,Wellington,Lower Hutt,expired,2023-10-30 09:28:58,NULL,4827,697,235
4113,8543,Car,Ford,Falcon,2022,35271,Hybrid,Automatic,SUV,Silver,4000,Expired,22298.29,Waikato,Rotorua,expired,2026-07-27 16:02:10,NULL,75,6,4
4114,9770,Motorcycle,Hyundai,Ioniq,2022,27981,Hybrid,Manual,Hatchback,Grey,125,On Hold,10038.96,Auckland,Franklin,expired,2026-07-12 03:47:35,NULL,73,10,2
4115,4458,Car,Nissan,Navara,2024,18470,Hybrid,CVT,Sedan,Black,4000,Registered,27546.17,Auckland,Franklin,sold,2026-06-15 18:39:46,2026-06-20 18:39:46,142,29,7
4116,8487,Car,Nissan,Note,2023,47070,Petrol,Manual,Hatchback,White,2000,Registered,28989.83,Auckland,Waitakere,sold,2024-01-05 09:43:18,2024-01-08 09:43:18,1138,272,39
4117,8271,Car,Mitsubishi,Outlander,2024,28858,Diesel,Automatic,SUV,Silver,1200,Registered,31763.8,Auckland,Waitakere,sold,2024-12-07 15:42:58,2025-01-14 15:42:58,1247,199,26
4118,7304,Van,Hyundai,Tucson,2019,81797,Diesel,Manual,Convertible,Red,1200,Registered,16435.93,Bay of Plenty,Whakatane,sold,2024-04-29 03:59:25,2024-05-23 03:59:25,3513,282,137
4119,8566,Ute,Audi,A3,2021,41326,Petrol,Automatic,SUV,Green,4000,Registered,44484.34,Auckland,Auckland City,sold,2026-04-10 00:19:48,2026-06-02 00:19:48,530,63,35
4120,7734,Car,Nissan,Pathfinder,2021,86012,Hybrid,Manual,Hatchback,Green,1800,Expired,27915.48,Auckland,Waitakere,sold,2024-04-10 07:39:46,2024-06-03 07:39:46,2632,622,103
4121,5111,Car,Mazda,Mazda3,2020,64444,Diesel,Automatic,Coupe,Bronze,1000,Registered,18416.72,Wellington,Wellington City,sold,2025-05-18 02:18:17,2025-06-19 02:18:17,1165,264,79
4122,4907,Car,Hyundai,Santa Fe,2023,26123,Petrol,CVT,Ute,Black,1200,Registered,32299.0,Manawatu-Wanganui,Palmerston North,expired,2025-06-29 12:29:32,NULL,549,121,13
