application_id,listing_id,user_id,applied_date,status,source
9090,8,1066,2024-04-26 23:34:25,viewed,Trade Me
9091,25,683,2025-06-05 14:32:10,shortlisted,Trade Me
9092,4,55,2024-07-05 22:05:05,shortlisted,Direct
9093,2,6456,2025-10-30 13:24:56,submitted,Trade Me
9094,2,6906,2026-03-24 07:20:43,submitted,Trade Me
9095,2,5153,2025-12-14 16:34:13,viewed,Trade Me
9096,7,148,2024-08-25 01:42:49,rejected,Trade Me
9097,6,4730,2025-05-10 19:25:56,viewed,Referral
9098,2,3495,2026-04-28 00:09:24,viewed,Trade Me
9099,3,993,2025-02-26 20:10:54,rejected,Referral
9100,2,4614,2025-04-18 21:16:00,viewed,Direct
9101,3,4809,2024-12-11 05:12:20,viewed,Direct
9102,2,250,2024-06-03 01:38:36,rejected,Trade Me
9103,2,987,2023-12-21 03:44:01,submitted,Trade Me
9104,2,5853,2023-11-08 02:53:03,submitted,Direct
9105,2,3770,2025-11-03 15:58:41,viewed,Trade Me
9106,6,4692,2025-08-30 23:47:41,rejected,Trade Me
9107,8,3812,2024-03-31 03:41:54,viewed,Trade Me
9108,2,3334,2024-03-25 22:14:16,viewed,Trade Me
9109,2,1107,2026-08-24 03:37:24,viewed,Trade Me
9110,2,3381,2026-02-09 08:18:28,viewed,Direct
9111,2,540,2025-01-25 00:53:25,shortlisted,Trade Me
9112,2,4592,2024-06-22 10:13:57,viewed,Trade Me
9113,2,5108,2025-10-26 21:05:03,submitted,Trade Me
9114,2,2069,2024-05-14 16:25:11,rejected,Referral
9115,2,1526,2024-09-17 14:07:49,shortlisted,Trade Me
9116,2,569,2024-02-20 12:16:49,viewed,Trade Me
9117,22,1662,2023-09-12 21:45:45,viewed,Direct
9118,2,1457,2025-05-13 21:24:32,submitted,Referral
9119,30,3990,2025-11-22 17:50:33,rejected,Trade Me
9120,8,4411,2024-11-17 02:57:22,rejected,Referral
9121,3,2657,2024-08-10 12:16:02,rejected,Trade Me
9122,2,2461,2024-04-13 12:56:11,viewed,Referral
9123,3,6453,2024-01-22 20:38:48,shortlisted,Trade Me
9124,4,3149,2025-01-07 12:43:52,rejected,Direct
9125,2,6697,2026-02-28 00:02:23,shortlisted,Trade Me
9126,3,887,2026-05-29 17:39:48,shortlisted,Direct
9127,38,2044,2026-01-05 16:48:13,viewed,Referral
9128,2,5756,2025-06-10 17:39:32,viewed,Trade Me
9129,10,2163,2026-02-01 07:43:22,submitted,Trade Me
9130,4,1363,2026-02-27 01:54:07,shortlisted,Direct
9131,2,1921,2025-07-07 06:11:28,viewed,Trade Me
9132,6,3483,2023-09-27 00:12:52,viewed,Trade Me
9133,4,2744,2024-06-01 19:35:39,shortlisted,Trade Me
9134,6,5665,2023-12-07 00:47:37,submitted,Trade Me
9135,2,2395,2026-08-09 04:47:50,viewed,Direct
9136,2,4835,2026-07-11 14:55:16,viewed,Trade Me
9137,2,397,2025-11-10 21:00:26,viewed,Trade Me
9138,2,3097,2025-12-25 07:45:41,rejected,Trade Me
9139,2,6519,2025-03-16 08:08:40,shortlisted,Direct
9140,12,4425,2025-03-13 21:56:39,submitted,Trade Me
9141,2,5330,2024-04-16 08:56:25,submitted,Trade Me
9142,2,84,2025-08-20 18:41:56,submitted,Direct
9143,2,3076,2024-11-27 05:57:53,submitted,Trade Me
9144,2,4193,2026-03-30 22:00:38,shortlisted,Referral
9145,2,3577,2025-12-22 11:32:50,shortlisted,Direct
9146,2,5469,2025-09-23 18:53:38,viewed,Trade Me
9147,4,1778,2026-07-11 19:42:26,viewed,Direct
9148,3,6195,2025-01-10 08:22:33,submitted,Trade Me
9149,3,355,2025-09-16 17:43:35,shortlisted,Trade Me
9150,4,34,2025-01-25 00:39:13,submitted,Trade Me
9151,2,830,2023-10-22 10:27:24,viewed,Direct
9152,3,3002,2024-09-16 21:21:19,rejected,Trade Me
9153,2,1925,2024-06-28 12:15:44,submitted,Trade Me
9154,2,1044,2026-03-25 10:49:13,rejected,Trade Me
9155,2,6419,2025-08-28 03:59:38,viewed,Trade Me
9156,5,1830,2025-01-08 13:36:57,rejected,Trade Me
9157,2,630,2025-11-03 23:20:50,submitted,Trade Me
9158,12,5698,2026-05-26 09:40:04,submitted,Referral
9159,2,2795,2024-02-28 04:34:19,rejected,Direct
9160,2,2870,2023-08-09 15:29:29,rejected,Trade Me
9161,2,6398,2026-01-01 17:51:55,submitted,Trade Me
9162,2,2616,2026-07-31 18:40:14,submitted,Trade Me
9163,33,700,2023-11-27 21:56:00,shortlisted,Trade Me
9164,2,4755,2024-10-25 17:54:09,viewed,Trade Me
9165,3,2199,2023-10-01 20:22:43,viewed,Referral
9166,2,1028,2026-01-12 03:34:36,submitted,Direct
9167,3,2724,2023-10-27 03:34:58,submitted,Trade Me
9168,2,2335,2025-12-21 05:37:27,viewed,Trade Me
9169,3,4787,2025-02-15 15:28:46,submitted,Trade Me
9170,6,5588,2024-03-25 19:19:22,viewed,Trade Me
9171,2,6528,2024-05-24 22:31:52,submitted,Trade Me
9172,2,3417,2023-09-21 07:52:11,viewed,Trade Me
9173,21,2525,2026-08-17 21:25:28,viewed,Trade Me
9174,2,559,2024-04-07 07:31:27,submitted,Trade Me
9175,2,6426,2024-06-03 21:36:36,submitted,Trade Me
9176,6,686,2024-07-26 08:30:32,submitted,Direct
9177,2,5701,2026-07-28 11:14:09,viewed,Trade Me
9178,2,2126,2024-02-17 11:28:03,rejected,Trade Me
9179,4,6952,2023-08-27 23:00:00,viewed,Trade Me
9180,3,5443,2025-09-08 03:26:51,submitted,Direct
9181,2,6710,2025-12-13 11:56:40,viewed,Referral
9182,4,5514,2024-10-10 01:28:57,submitted,Trade Me
9183,2,2294,2026-08-21 02:28:13,submitted,Trade Me
9184,3,506,2026-04-13 02:12:47,viewed,Trade Me
9185,2,115,2025-01-10 17:07:07,viewed,Direct
9186,7,350,2024-12-19 12:13:09,submitted,Trade Me
9187,3,4088,2025-09-29 21:32:29,submitted,Referral
9188,2,4845,2026-06-08 04:44:33,rejected,Direct
9189,6,6055,2026-08-16 14:01:33,rejected,Trade Me
9190,9,1710,2025-01-22 13:07:23,rejected,Trade Me
9191,11,2762,2025-12-23 05:59:52,shortlisted,Referral
9192,2,4391,2023-08-27 13:54:54,submitted,Trade Me
9193,2,6521,2026-02-02 23:33:03,shortlisted,Trade Me
9194,2,3111,2023-09-21 01:12:48,submitted,Trade Me
9195,2,5780,2025-10-19 08:09:29,rejected,Trade Me
9196,4,4434,2023-09-12 06:44:15,submitted,Trade Me
9197,14,5427,2024-05-05 12:45:40,submitted,Trade Me
9198,7,6223,2026-03-25 13:31:20,viewed,Trade Me
9199,2,1790,2026-07-16 00:00:00,submitted,Trade Me
9200,8,6282,2024-11-22 18:06:29,rejected,Trade Me
9201,6,298,2026-07-03 10:33:07,viewed,Referral
9202,4,5740,2025-11-01 22:53:45,submitted,Direct
9203,4,4913,2024-09-29 22:34:22,rejected,Referral
9204,3,5345,2026-06-03 10:34:39,viewed,Trade Me
9205,2,2396,2025-10-29 01:06:21,submitted,Trade Me
9206,3,4865,2023-12-22 16:29:33,viewed,Trade Me
9207,2,2473,2024-03-08 20:10:57,viewed,Trade Me
9208,2,4894,2024-06-13 08:58:37,viewed,Trade Me
9209,2,2754,2025-09-08 05:06:54,viewed,Direct
9210,2,1241,2026-06-22 17:55:39,submitted,Referral
9211,4,3063,2026-07-14 16:01:30,rejected,Trade Me
9212,3,6522,2025-04-07 21:54:50,viewed,Trade Me
9213,2,6441,2025-08-02 16:41:04,submitted,Trade Me
9214,3,3694,2023-09-26 08:35:42,submitted,Trade Me
9215,2,5956,2025-01-06 00:03:27,rejected,Trade Me
9216,4,1835,2024-04-18 08:34:53,shortlisted,Referral
9217,5,2932,2025-09-30 14:23:59,submitted,Trade Me
9218,8,2672,2026-04-26 23:25:33,viewed,Direct
9219,4,1441,2025-12-07 18:14:51,shortlisted,Trade Me
9220,2,302,2025-01-24 19:51:41,viewed,Trade Me
9221,3,5654,2024-03-06 13:23:20,rejected,Trade Me
9222,2,4957,2025-02-26 03:06:02,viewed,Trade Me
9223,4,1491,2025-02-13 08:36:08,shortlisted,Trade Me
9224,3,2121,2024-10-06 12:48:17,rejected,Direct
9225,5,6184,2026-06-17 18:45:30,submitted,Trade Me
9226,3,4824,2025-01-21 06:35:28,shortlisted,Trade Me
9227,2,1860,2023-09-11 15:03:45,rejected,Trade Me
9228,2,1458,2024-08-01 03:55:02,viewed,Trade Me
9229,2,4504,2026-06-18 20:08:03,submitted,Trade Me
9230,2,3144,2025-11-22 02:22:05,submitted,Direct
9231,7,5229,2025-08-10 11:26:14,viewed,Trade Me
9232,3,5464,2023-08-23 07:13:40,shortlisted,Trade Me
9233,2,3667,2025-06-28 17:22:04,rejected,Trade Me
9234,4,1697,2025-03-19 20:07:44,shortlisted,Trade Me
9235,2,6356,2025-09-27 18:22:02,rejected,Direct
9236,2,4041,2026-01-27 09:39:17,shortlisted,Trade Me
9237,3,5822,2025-11-15 17:08:43,rejected,Trade Me
9238,2,6184,2025-09-30 12:33:33,viewed,Direct
9239,2,390,2024-09-26 23:00:42,viewed,Referral
9240,2,3460,2025-05-24 06:00:45,viewed,Trade Me
9241,4,6797,2024-11-28 13:13:15,viewed,Direct
9242,3,3593,2026-08-07 03:14:15,viewed,Trade Me
9243,22,3159,2025-10-25 04:26:32,viewed,Direct
9244,2,6675,2023-10-27 06:19:47,submitted,Direct
9245,2,3619,2026-05-21 15:04:12,viewed,Referral
9246,5,2568,2024-04-13 18:45:19,viewed,Trade Me
9247,2,1124,2025-06-08 12:39:01,submitted,Trade Me
9248,4,5902,2023-10-09 09:33:22,viewed,Trade Me
9249,9,2886,2026-01-25 22:52:30,rejected,Trade Me
9250,2,2241,2023-10-02 21:19:55,submitted,Trade Me
9251,2,4773,2025-12-28 04:33:51,viewed,Trade Me
9252,2,995,2026-07-18 02:06:00,rejected,Trade Me
9253,19,6229,2025-03-27 01:53:30,viewed,Trade Me
9254,3,5319,2025-08-31 17:53:16,rejected,Direct
9255,8,2487,2026-06-14 06:33:35,viewed,Direct
9256,17,3655,2024-07-31 06:06:59,submitted,Referral
9257,6,531,2026-08-01 17:16:54,shortlisted,Direct
9258,2,4860,2026-01-20 16:51:21,rejected,Direct
9259,2,3741,2026-03-07 06:18:03,submitted,Trade Me
9260,3,11,2024-02-04 22:51:48,viewed,Trade Me
9261,7,3392,2026-04-17 04:38:09,rejected,Trade Me
9262,2,4634,2024-12-06 12:26:17,submitted,Trade Me
9263,2,4502,2024-06-27 01:35:58,viewed,Referral
9264,8,5469,2024-09-30 17:56:02,viewed,Trade Me
9265,2,1918,2026-03-16 15:58:45,submitted,Referral
9266,2,2954,2026-04-01 04:59:42,rejected,Trade Me
9267,3,6830,2024-10-07 05:29:44,submitted,Trade Me
9268,3,3090,2024-03-15 12:49:27,viewed,Direct
9269,2,6884,2025-08-17 09:15:03,shortlisted,Trade Me
9270,4,4573,2024-09-22 21:09:07,viewed,Trade Me
9271,2,4811,2023-10-07 10:33:44,viewed,Trade Me
9272,3,2928,2026-06-15 18:29:53,shortlisted,Direct
9273,2,3678,2025-04-01 18:12:07,viewed,Trade Me
9274,2,5027,2024-07-12 23:13:53,submitted,Direct
9275,2,2825,2025-06-30 05:42:18,submitted,Trade Me
9276,4,5513,2024-10-26 20:30:07,rejected,Trade Me
9277,2,2342,2025-12-22 06:11:22,rejected,Direct
9278,3,2172,2024-06-05 02:29:41,shortlisted,Referral
9279,3,3808,2025-12-16 05:26:32,submitted,Trade Me
9280,4,6609,2025-03-05 15:37:54,rejected,Trade Me
9281,4,3371,2025-02-28 22:51:14,submitted,Referral
9282,184,3752,2023-10-14 06:45:52,rejected,Trade Me
9283,3,5528,2026-02-24 21:07:06,rejected,Trade Me
9284,2,2619,2025-09-27 06:21:00,shortlisted,Trade Me
9285,2,6154,2026-01-10 05:02:21,submitted,Trade Me
9286,6,3625,2026-01-24 22:39:53,submitted,Trade Me
9287,576,2869,2025-03-09 14:45:31,submitted,Trade Me
9288,2,6551,2024-05-02 13:17:18,viewed,Trade Me
9289,2,4319,2024-09-06 12:42:21,rejected,Trade Me
9290,6,3590,2024-12-31 04:52:00,viewed,Trade Me
9291,2,6283,2024-12-15 21:51:47,submitted,Referral
9292,3,2402,2025-09-06 14:42:08,rejected,Trade Me
9293,2,5702,2025-12-16 11:55:31,submitted,Trade Me
9294,2,6608,2025-03-17 09:11:02,shortlisted,Trade Me
9295,2,505,2024-09-29 09:06:57,viewed,Trade Me
9296,7,658,2026-03-16 07:47:04,rejected,Trade Me
9297,3,10,2024-09-17 21:52:07,submitted,Trade Me
9298,5,5166,2025-10-31 18:37:23,viewed,Trade Me
9299,2,4712,2025-11-19 12:22:12,submitted,Trade Me
9300,2,806,2024-02-19 22:42:43,viewed,Trade Me
9301,2,5709,2025-04-16 11:06:09,submitted,Trade Me
9302,3,6795,2025-08-05 08:51:40,rejected,Trade Me
9303,2,1118,2024-08-18 04:01:46,submitted,Trade Me
9304,3,3140,2023-10-26 16:12:32,submitted,Direct
9305,7,5761,2023-10-30 01:57:08,submitted,Direct
9306,2,2483,2026-06-28 07:42:23,rejected,Trade Me
9307,2,1408,2025-03-27 20:03:51,shortlisted,Trade Me
9308,7,6209,2024-10-18 10:31:11,viewed,Trade Me
9309,5,804,2023-11-19 22:19:33,rejected,Referral
9310,26,1279,2025-12-24 01:26:32,viewed,Trade Me
9311,3,2818,2024-09-10 12:13:41,viewed,Referral
9312,3,2897,2025-10-19 11:56:24,viewed,Trade Me
9313,2,6457,2024-05-14 11:58:22,shortlisted,Referral
9314,5,3040,2023-12-21 07:08:23,submitted,Referral
9315,2,1143,2025-03-08 03:31:42,viewed,Direct
9316,7,5565,2023-08-31 17:13:56,viewed,Trade Me
9317,3,1142,2024-09-04 14:38:35,viewed,Trade Me
9318,4,609,2024-07-18 03:28:11,viewed,Direct
9319,3,387,2024-09-10 15:51:33,shortlisted,Trade Me
9320,2,3463,2024-08-23 20:14:52,viewed,Trade Me
9321,7,6971,2026-01-07 06:06:09,submitted,Trade Me
9322,2,4348,2026-04-08 13:47:54,viewed,Trade Me
9323,5,721,2023-11-15 03:29:08,shortlisted,Direct
9324,2,2493,2023-09-28 08:09:19,submitted,Trade Me
9325,2,852,2025-12-25 23:40:03,viewed,Trade Me
9326,2,3413,2025-02-04 11:55:33,submitted,Trade Me
9327,2,1777,2024-01-19 02:01:09,rejected,Trade Me
9328,2,4053,2026-01-24 22:21:05,viewed,Trade Me
9329,5,2368,2024-03-03 17:01:26,submitted,Trade Me
9330,4,6110,2025-11-03 10:43:20,viewed,Trade Me
9331,2,2232,2025-08-05 10:15:50,rejected,Trade Me
9332,3,3332,2024-07-28 02:42:21,viewed,Trade Me
9333,2,5772,2025-01-29 18:45:24,submitted,Trade Me
9334,2,3682,2026-05-11 21:33:08,shortlisted,Trade Me
9335,2,4652,2023-09-13 02:40:07,shortlisted,Referral
9336,2,5205,2023-12-24 15:13:11,viewed,Trade Me
9337,3,2717,2025-04-14 23:53:36,shortlisted,Trade Me
9338,2,5340,2024-05-13 01:39:00,submitted,Trade Me
9339,4,4389,2023-12-11 14:05:56,rejected,Trade Me
9340,2,1386,2025-10-10 18:08:08,rejected,Direct
9341,3,5396,2025-08-01 12:15:04,viewed,Trade Me
9342,5,5917,2026-06-10 08:41:35,submitted,Direct
9343,4,25,2026-06-17 21:28:18,viewed,Trade Me
9344,4,5526,2024-09-02 01:41:51,viewed,Referral
9345,2,757,2024-04-12 16:35:10,rejected,Trade Me
9346,2,127,2025-07-05 06:26:15,shortlisted,Trade Me
9347,2,4059,2025-10-07 15:28:01,submitted,Referral
9348,3,6691,2024-05-23 22:11:46,shortlisted,Trade Me
9349,2,2154,2025-01-21 10:48:02,viewed,Referral
9350,3,2339,2023-09-14 21:52:55,rejected,Trade Me
9351,2,6000,2024-03-09 13:39:13,submitted,Trade Me
9352,2,4439,2026-03-29 04:27:45,submitted,Trade Me
9353,2,4928,2025-03-28 04:47:34,rejected,Trade Me
9354,4,3258,2024-12-21 16:55:48,shortlisted,Trade Me
9355,2,3842,2024-09-05 07:39:51,viewed,Trade Me
9356,2,2556,2025-04-30 08:31:04,submitted,Trade Me
9357,2,3689,2025-04-14 19:52:18,viewed,Trade Me
9358,3,1140,2023-11-03 00:34:24,submitted,Trade Me
9359,2,1620,2024-05-21 09:30:03,shortlisted,Trade Me
9360,2,4676,2023-10-28 20:24:47,submitted,Trade Me
9361,2,1906,2025-08-07 15:41:55,rejected,Trade Me
9362,2,3570,2024-06-10 04:26:05,viewed,Trade Me
9363,28,2503,2025-07-18 12:32:22,rejected,Referral
9364,2,561,2025-07-20 08:28:53,shortlisted,Trade Me
9365,4,4476,2026-03-29 11:46:35,submitted,Direct
9366,2,2886,2026-01-07 12:15:36,rejected,Trade Me
9367,2,4050,2026-01-10 03:55:11,rejected,Trade Me
9368,2,2929,2023-08-16 21:13:08,viewed,Trade Me
9369,3,5415,2023-08-11 19:19:45,submitted,Trade Me
9370,2,6397,2026-08-24 18:09:46,submitted,Trade Me
9371,2,6271,2025-04-16 16:18:14,viewed,Trade Me
9372,33,3621,2024-03-17 13:51:56,submitted,Trade Me
9373,2,5097,2024-08-13 14:20:49,viewed,Direct
9374,2,2445,2025-04-23 20:45:59,shortlisted,Trade Me
9375,2,1796,2023-11-01 12:52:37,shortlisted,Trade Me
9376,3,1210,2025-01-22 20:08:52,viewed,Trade Me
9377,2,5868,2025-10-04 04:28:01,viewed,Trade Me
9378,2,703,2026-02-03 06:20:02,viewed,Trade Me
9379,5,5727,2025-05-21 14:46:58,rejected,Trade Me
9380,8,2191,2025-07-29 12:22:23,viewed,Direct
9381,3,1595,2024-03-04 09:27:13,viewed,Direct
9382,3,2946,2026-04-24 22:39:07,viewed,Direct
9383,204,5047,2026-08-07 12:43:08,submitted,Direct
9384,5,3289,2025-03-22 16:55:29,viewed,Referral
9385,2,1110,2024-01-11 14:54:14,rejected,Trade Me
9386,3,6705,2025-04-28 21:37:11,shortlisted,Trade Me
9387,2,4115,2026-03-05 03:23:00,submitted,Direct
9388,2,3170,2026-05-23 01:52:04,rejected,Trade Me
9389,2,2262,2025-04-25 19:14:31,shortlisted,Trade Me
9390,7,2488,2025-07-08 06:31:35,rejected,Trade Me
9391,2,1911,2024-03-19 10:17:52,shortlisted,Direct
9392,3020,1448,2024-12-25 08:55:36,submitted,Trade Me
9393,5,2881,2026-05-29 17:27:28,shortlisted,Trade Me
9394,2,2045,2025-04-20 11:37:40,rejected,Trade Me
9395,2,1822,2026-01-12 17:20:07,viewed,Direct
9396,6,420,2023-10-02 20:43:31,viewed,Trade Me
9397,2,298,2025-08-18 05:32:38,viewed,Direct
9398,9,4549,2023-09-08 15:05:28,rejected,Trade Me
9399,2,6262,2025-06-16 09:13:38,submitted,Trade Me
9400,2,5034,2023-09-12 17:53:25,rejected,Trade Me
9401,4,4175,2025-04-11 23:55:50,viewed,Direct
9402,2,3141,2024-11-19 08:01:29,submitted,Direct
9403,2,6416,2024-02-26 20:06:24,rejected,Direct
9404,2,6054,2025-10-13 03:20:15,viewed,Trade Me
9405,32,3632,2025-10-18 00:47:44,viewed,Trade Me
9406,12,5178,2023-11-25 00:45:39,viewed,Direct
9407,2,4429,2026-08-09 12:32:41,shortlisted,Trade Me
9408,2,6741,2024-01-31 11:29:37,rejected,Trade Me
9409,2,3528,2024-06-25 00:17:53,shortlisted,Referral
9410,4,2081,2024-11-22 10:17:19,viewed,Trade Me
9411,5,3476,2023-09-28 22:22:05,rejected,Direct
9412,6,3497,2025-11-17 19:47:29,rejected,Trade Me
9413,2,419,2024-12-13 14:47:25,submitted,Trade Me
9414,39,971,2024-03-02 20:56:14,viewed,Referral
9415,3,4503,2024-06-20 10:14:13,rejected,Trade Me
9416,2,2669,2025-05-23 20:41:34,viewed,Referral
9417,3,684,2025-04-21 16:55:10,viewed,Trade Me
9418,3,5524,2025-06-08 02:50:47,viewed,Referral
9419,2,2458,2024-01-08 08:38:31,viewed,Trade Me
9420,2,6050,2026-06-24 20:47:17,viewed,Trade Me
9421,2,4506,2026-04-29 01:10:30,viewed,Direct
9422,12,1814,2024-03-10 10:04:08,viewed,Trade Me
9423,2,2311,2024-03-31 23:29:48,rejected,Direct
9424,3,314,2025-08-26 22:08:37,submitted,Trade Me
9425,2,291,2023-12-03 22:02:10,viewed,Trade Me
9426,2,5526,2024-06-28 21:15:07,shortlisted,Trade Me
9427,2,5255,2024-03-03 04:36:41,submitted,Trade Me
9428,3,3041,2024-05-19 04:59:54,rejected,Direct
9429,10,4861,2025-09-07 01:21:14,viewed,Direct
9430,2,895,2024-12-17 10:11:51,viewed,Trade Me
9431,12,245,2024-01-09 16:43:59,viewed,Trade Me
9432,36,5597,2023-12-23 00:26:21,submitted,Trade Me
9433,10,6429,2025-05-02 20:05:29,submitted,Trade Me
9434,3,2142,2024-02-04 17:07:54,shortlisted,Trade Me
9435,2,3894,2026-02-03 19:48:59,viewed,Direct
9436,3,6576,2026-01-17 05:01:55,viewed,Trade Me
9437,3,3007,2025-12-19 06:16:23,submitted,Trade Me
9438,4,2323,2026-04-21 02:24:50,rejected,Trade Me
9439,2,4922,2025-11-20 04:46:54,rejected,Trade Me
9440,2,905,2024-02-28 17:26:37,viewed,Referral
9441,2,3851,2024-03-25 23:49:54,shortlisted,Direct
9442,2,2456,2024-09-07 00:57:03,rejected,Referral
9443,6,6378,2025-07-31 06:31:30,shortlisted,Direct
9444,2,592,2024-03-09 02:58:05,rejected,Trade Me
9445,2,6580,2023-10-07 02:30:26,shortlisted,Referral
9446,2,4870,2025-04-15 00:15:05,rejected,Trade Me
9447,2,4514,2025-04-17 20:01:10,viewed,Trade Me
9448,2,1427,2024-12-21 15:34:38,submitted,Trade Me
9449,2,4468,2024-11-14 06:34:52,rejected,Trade Me
9450,3,6599,2024-04-23 20:19:25,viewed,Direct
9451,3,189,2026-05-24 03:59:47,shortlisted,Direct
9452,2,3322,2024-06-21 09:04:14,rejected,Trade Me
9453,2,2326,2026-08-08 20:45:23,submitted,Direct
9454,8,2561,2023-08-09 21:00:18,shortlisted,Trade Me
9455,2,1849,2026-05-18 09:36:50,shortlisted,Trade Me
9456,138,481,2024-03-14 12:17:31,submitted,Trade Me
9457,2,219,2024-05-08 13:27:48,shortlisted,Trade Me
9458,17,6972,2024-08-16 03:46:41,rejected,Direct
9459,2,5155,2026-06-04 05:13:36,rejected,Trade Me
9460,2,6515,2025-09-27 01:44:56,viewed,Trade Me
9461,3,758,2024-04-05 08:04:42,shortlisted,Trade Me
9462,3,4862,2024-07-17 13:42:48,submitted,Trade Me
9463,2,6006,2024-12-03 14:51:23,submitted,Trade Me
9464,2,360,2025-05-17 18:16:47,submitted,Trade Me
9465,2,1614,2025-09-07 21:42:34,rejected,Direct
9466,2,1456,2026-01-01 14:24:14,viewed,Referral
9467,2,2646,2025-06-08 12:52:06,rejected,Direct
9468,3,691,2024-09-27 11:00:48,viewed,Trade Me
9469,2,3929,2025-04-20 04:12:08,submitted,Trade Me
9470,2,614,2025-01-14 21:33:08,viewed,Trade Me
9471,3,5097,2025-10-20 10:28:51,submitted,Direct
9472,2,6507,2024-11-18 10:53:12,submitted,Trade Me
9473,2,6122,2024-07-05 08:08:57,shortlisted,Trade Me
9474,4,5060,2025-04-20 21:46:57,rejected,Trade Me
9475,2,1234,2026-03-04 00:52:12,submitted,Trade Me
9476,2,2508,2025-08-29 09:57:21,submitted,Trade Me
9477,3,6648,2025-03-30 13:38:59,rejected,Trade Me
9478,5,3205,2025-05-03 19:52:04,rejected,Trade Me
9479,3,6803,2024-02-11 01:32:24,viewed,Trade Me
9480,2,3848,2025-01-14 14:06:17,submitted,Trade Me
9481,2,2991,2024-08-02 01:26:45,shortlisted,Trade Me
9482,2,80,2023-12-05 10:36:12,viewed,Direct
9483,2,6206,2026-05-26 08:30:22,shortlisted,Direct
9484,3,1671,2025-09-01 06:52:25,viewed,Direct
9485,4,3670,2025-05-01 09:21:10,viewed,Trade Me
9486,4,1192,2024-06-10 16:21:01,submitted,Trade Me
9487,3,402,2025-04-03 07:52:59,viewed,Trade Me
9488,2,1982,2026-05-31 09:50:13,rejected,Trade Me
9489,2,5954,2024-10-26 06:57:18,submitted,Trade Me
9490,2,4437,2026-02-19 11:14:26,shortlisted,Trade Me
9491,12,1106,2024-05-24 13:32:25,shortlisted,Trade Me
9492,5,3512,2026-08-22 21:44:32,rejected,Trade Me
9493,6,542,2024-06-20 21:26:19,viewed,Trade Me
9494,6,5760,2026-03-25 17:18:32,viewed,Direct
9495,2,1364,2024-01-16 14:17:46,rejected,Direct
9496,2,2824,2025-09-29 06:59:34,shortlisted,Trade Me
9497,2,549,2023-11-15 08:59:00,submitted,Trade Me
9498,3,3240,2024-04-06 10:34:51,viewed,Trade Me
9499,3,5431,2026-03-07 18:10:18,shortlisted,Trade Me
9500,8,5104,2025-01-12 14:31:18,rejected,Direct
9501,4,3484,2024-09-02 05:14:49,submitted,Direct
9502,11,4122,2025-07-31 17:40:42,submitted,Trade Me
9503,13,2095,2024-05-26 07:36:08,submitted,Trade Me
9504,2,1448,2026-06-13 11:47:21,submitted,Trade Me
9505,2,1896,2026-07-09 13:17:21,viewed,Direct
9506,4,6140,2025-04-12 15:49:16,submitted,Referral
9507,2,4555,2026-02-08 11:32:44,viewed,Trade Me
9508,2,5444,2025-08-11 19:39:12,rejected,Trade Me
9509,2,5605,2025-11-01 11:43:45,rejected,Trade Me
9510,2,2935,2025-12-24 08:42:45,submitted,Trade Me
9511,2,1478,2025-04-14 23:36:42,viewed,Trade Me
9512,36,1735,2025-06-30 11:38:11,submitted,Trade Me
9513,4,2981,2024-08-30 15:29:44,submitted,Trade Me
9514,2,6153,2024-09-08 11:53:35,rejected,Direct
9515,5,4005,2026-02-07 01:15:44,submitted,Referral
9516,2,5318,2024-03-26 07:04:59,viewed,Trade Me
9517,8,5764,2024-04-15 12:32:03,viewed,Trade Me
9518,2,2124,2024-04-09 22:03:36,rejected,Direct
9519,2,787,2024-10-16 19:34:09,viewed,Trade Me
9520,4,6473,2025-07-13 21:23:35,shortlisted,Direct
9521,2,2281,2025-03-15 18:55:21,submitted,Direct
9522,2,3073,2024-08-30 15:56:35,rejected,Direct
9523,2,2628,2026-05-13 08:38:16,submitted,Trade Me
9524,2,6792,2026-04-07 17:22:19,shortlisted,Referral
9525,2,2353,2025-10-23 08:44:41,shortlisted,Trade Me
9526,2,3553,2024-12-06 02:55:01,submitted,Trade Me
9527,3,5370,2026-04-15 21:10:00,viewed,Referral
9528,4,1913,2024-07-17 13:09:15,rejected,Trade Me
9529,3,2682,2023-08-19 13:06:22,submitted,Trade Me
9530,2,4941,2024-01-22 03:28:59,submitted,Trade Me
9531,12,3733,2026-07-30 11:19:07,submitted,Trade Me
9532,2,542,2025-03-18 21:18:26,shortlisted,Trade Me
9533,2,3005,2025-07-27 06:28:11,viewed,Trade Me
9534,2,2192,2023-08-31 17:03:20,viewed,Trade Me
9535,2,2543,2025-05-14 06:38:21,submitted,Trade Me
9536,2,1699,2024-06-21 00:24:25,submitted,Trade Me
9537,2,3569,2024-09-07 22:51:52,submitted,Referral
9538,3,1773,2026-02-20 03:47:54,viewed,Trade Me
9539,4,6846,2024-02-14 20:00:20,submitted,Trade Me
9540,2,1566,2026-08-18 06:26:15,rejected,Direct
9541,2,1018,2024-02-28 20:07:39,rejected,Direct
9542,2,6038,2024-03-03 07:52:59,rejected,Trade Me
9543,2,1840,2024-11-10 08:32:20,submitted,Trade Me
9544,10,4031,2023-12-14 21:23:23,viewed,Trade Me
9545,218,3545,2025-11-23 22:12:27,shortlisted,Trade Me
9546,10,6723,2025-10-11 14:19:40,viewed,Referral
